source_id,verification_status,cycle,criterion,title,section_type,section_label,source_file_date,json_path,item_path,field_name,item_no,subitem_no,parent_source_id,source_kind,content_level,content,content_hash,source_files,input_positions,occurrence_count
c3__2_4__checkpoints__item:1.sub:002,source_verified,3,2.4,학사관리,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[0].sub_items[1],item:1.sub:002,sub_items,1,2,c3__2_4__checkpoints__item:1,sub_item,sub_item,지침 및 규정 개선 절차의 합리성,16c6ac34f7,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",10,1
c3__2_4__checkpoints__item:1.sub:003,source_verified,3,2.4,학사관리,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[0].sub_items[2],item:1.sub:003,sub_items,1,3,c3__2_4__checkpoints__item:1,sub_item,sub_item,교육과정 운영에 맞는 학사관리 개선 실적,b8637ec64f,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",10,1
c3__2_4__checkpoints__item:2,source_verified,3,2.4,학사관리,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[1].content,item:2,items,2,,,check_item,item,학사운영이 체계적으로 이루어지고 있는가,11e0d3c645,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",10,1
c3__2_4__checkpoints__item:2.sub:001,source_verified,3,2.4,학사관리,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[1].sub_items[0],item:2.sub:001,sub_items,2,1,c3__2_4__checkpoints__item:2,sub_item,sub_item,개설 교과목 안내 및 수업계획서 입력 관리,f41d8a21f8,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",10,1
c3__2_4__checkpoints__item:2.sub:002,source_verified,3,2.4,학사관리,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[1].sub_items[1],item:2.sub:002,sub_items,2,2,c3__2_4__checkpoints__item:2,sub_item,sub_item,"수강 신청 절차(수강 신청 지도 체계, 수강 신청, 수강 정정, 수강 포기 등의 전 과정 포함)",c438295557,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",10,1
c3__2_4__checkpoints__item:2.sub:003,source_verified,3,2.4,학사관리,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[1].sub_items[2],item:2.sub:003,sub_items,2,3,c3__2_4__checkpoints__item:2,sub_item,sub_item,"분반, 폐강 등의 학사운영 현황",2ab23fa9e5,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",10,1
c3__2_4__checkpoints__item:3,source_verified,3,2.4,학사관리,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[2].content,item:3,items,3,,,check_item,item,성적관리가 체계적으로 이루어지고 있는가,a49d364789,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",10,1
c3__2_4__checkpoints__item:3.sub:001,source_verified,3,2.4,학사관리,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[2].sub_items[0],item:3.sub:001,sub_items,3,1,c3__2_4__checkpoints__item:3,sub_item,sub_item,"성적처리 절차(성적부여, 성적 이의 신청 처리 등의 전과정 포함)",184f394856,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",10,1
c3__2_4__checkpoints__item:4,source_verified,3,2.4,학사관리,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[3].content,item:4,items,4,,,check_item,item,학습평가(성적)에 대한 대학의 지원이 있는가,48b167cc37,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",10,1
c3__2_4__checkpoints__item:4.sub:001,source_verified,3,2.4,학사관리,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[3].sub_items[0],item:4.sub:001,sub_items,4,1,c3__2_4__checkpoints__item:4,sub_item,sub_item,타당하고 신뢰도 높은 학습평가를 위한 대학의 제도와 지원,abcbfd7e4d,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",10,1
c3__2_4__evidence__제출자료_관련규정:001,source_verified,3,2.4,학사관리,evidence,근거자료,2026-04-20,cycle_3[0].제출자료_관련규정[0].content,제출자료_관련규정:001,제출자료_관련규정,1,,,evidence_item,item,"학사, 수업, 성적관리 등 학사 관련 규정",4e6bff1095,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",10,1
c3__2_4__evidence__현지확인자료:001,source_verified,3,2.4,학사관리,evidence,근거자료,2026-04-20,cycle_3[0].현지확인자료[0].content,현지확인자료:001,현지확인자료,1,,,evidence_item,item,학사일정,2e0593e51a,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",10,1
c3__2_4__evidence__현지확인자료:002,source_verified,3,2.4,학사관리,evidence,근거자료,2026-04-20,cycle_3[0].현지확인자료[1].content,현지확인자료:002,현지확인자료,2,,,evidence_item,item,"수강 신청, 수업계획서 입력, 성적 처리 관련 시스템",8720175758,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",10,1
c3__2_4__evidence__현지확인자료:003,source_verified,3,2.4,학사관리,evidence,근거자료,2026-04-20,cycle_3[0].현지확인자료[2].content,현지확인자료:003,현지확인자료,3,,,evidence_item,item,"수강 신청 후 분반, 폐강 강의 목록: 최근 3년 자료",21df9b32d5,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",10,1
c3__2_4__evidence__현지확인자료:004,source_verified,3,2.4,학사관리,evidence,근거자료,2026-04-20,cycle_3[0].현지확인자료[3].content,현지확인자료:004,현지확인자료,4,,,evidence_item,item,학습평가(성적평가) 결과 자료: 최근 3년 자료,eb7591c06a,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",10,1
c3__2_4__evidence__현지확인자료:005,source_verified,3,2.4,학사관리,evidence,근거자료,2026-04-20,cycle_3[0].현지확인자료[4].content,현지확인자료:005,현지확인자료,5,,,evidence_item,item,학습평가(성적평가)를 위한 대학의 지원 실적: 최근 3년 자료,6bfe564515,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",10,1
c3__2_4__evidence__현지확인자료:006,source_verified,3,2.4,학사관리,evidence,근거자료,2026-04-20,cycle_3[0].현지확인자료[5].content,현지확인자료:006,현지확인자료,6,,,evidence_item,item,학습 부진 학생에 대한 예방책 및 관리 관련 자료: 최근 3년 자료,fdca9272e5,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",10,1
c3__2_4__notes__item:1,source_verified,3,2.4,학사관리,notes,유의사항 및 관련 정책,2026-04-22,cycle_3[0].items[0].content,item:1,items,1,,,caution_policy_item,item,수강 신청에 대한 지도 체계란 수강 교과목에 대한 조언과 지도가 이루어질 수 있도록 대학이 구축한 체계를 의미함,9b2b4e977b,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",10,1
c3__2_4__notes__item:2,source_verified,3,2.4,학사관리,notes,유의사항 및 관련 정책,2026-04-22,cycle_3[0].items[1].content,item:2,items,2,,,caution_policy_item,item,"학습평가(성적)를 위한 지원 실적에는 교원에 대한 연수나 프로그램 운영을 포함하여 평가 준비, 실시, 결과 처리가 효과적으로 이루어질 수 있도록 제공한 행·재정적 지원을 의미함",9fea56806f,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",10,1
c3__2_4__notes__item:3,source_verified,3,2.4,학사관리,notes,유의사항 및 관련 정책,2026-04-22,cycle_3[0].items[2].content,item:3,items,3,,,caution_policy_item,item,학습 부진 학생은 학사경고자를 포함하여 대학이 자체적으로 정한 기준에 의함,05dc66fdfb,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",10,1
c3__2_4__overview__content,source_verified,3,2.4,학사관리,overview,편람 개요,2026-04-17,cycle_3[0].content,content,content,,,,overview_content,criterion,"대학은 학사관리에 대한 제반 규정을 갖추어 학사를 원활하게 운영하고, 타당하고 신뢰할 수 있는 학습평가 지원 체계를 운영하고 있다.",774e959fd2,"편람원본json/[검증완료]3주기, 4주기 편람 개요 비교(20260417).json",10,1
c3__2_4__report__item:1,source_verified,3,2.4,학사관리,report,보고서 주요 내용,2026-04-17,cycle_3[0].items[0].content,item:1,items,1,,,report_item,item,학사관리 체계,fd6e427c41,"편람원본json/[검증완료]3주기, 4주기 편람 보고서 주요 내용 비교(20260417).json",10,1
c3__2_4__report__item:2,source_verified,3,2.4,학사관리,report,보고서 주요 내용,2026-04-17,cycle_3[0].items[1].content,item:2,items,2,,,report_item,item,학사운영 현황,fa9291207c,"편람원본json/[검증완료]3주기, 4주기 편람 보고서 주요 내용 비교(20260417).json",10,1
c3__2_4__report__item:3,source_verified,3,2.4,학사관리,report,보고서 주요 내용,2026-04-17,cycle_3[0].items[2].content,item:3,items,3,,,report_item,item,성적관리 체계,ce69072e42,"편람원본json/[검증완료]3주기, 4주기 편람 보고서 주요 내용 비교(20260417).json",10,1
c3__2_5__checkpoints__item:1,source_verified,3,2.5,수업,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[0].content,item:1,items,1,,,check_item,item,전임교원이 담당하는 교과목 비율과 평균 강의시수가 적절한가,9fef84e85e,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",11,1
c3__2_5__checkpoints__item:1.sub:001,source_verified,3,2.5,수업,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[0].sub_items[0],item:1.sub:001,sub_items,1,1,c3__2_5__checkpoints__item:1,sub_item,sub_item,전임교원의 강의 시수 관련 규정 및 준수(9시간) 여부,b2e8a27383,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",11,1
c3__2_5__checkpoints__item:1.sub:002,source_verified,3,2.5,수업,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[0].sub_items[1],item:1.sub:002,sub_items,1,2,c3__2_5__checkpoints__item:1,sub_item,sub_item,전임교원 학기당 평균 강의 담당 비율,2c737192fd,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",11,1
c3__2_5__checkpoints__item:1.sub:003,source_verified,3,2.5,수업,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[0].sub_items[2],item:1.sub:003,sub_items,1,3,c3__2_5__checkpoints__item:1,sub_item,sub_item,전임교원 학기당 평균 강의시간: 학기당 12시간(대학원+학부 강의),45767e14c6,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",11,1
c3__2_5__checkpoints__item:2,source_verified,3,2.5,수업,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[1].content,item:2,items,2,,,check_item,item,수업 지원을 위한 정보체계를 구축 및 활용하는가,684aa8a9b5,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",11,1
c3__2_5__checkpoints__item:2.sub:001,source_verified,3,2.5,수업,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[1].sub_items[0],item:2.sub:001,sub_items,2,1,c3__2_5__checkpoints__item:2,sub_item,sub_item,수업 지원을 위한 정보체계 구축 현황,ca9015dfa8,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",11,1
c3__2_5__checkpoints__item:2.sub:002,source_verified,3,2.5,수업,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[1].sub_items[1],item:2.sub:002,sub_items,2,2,c3__2_5__checkpoints__item:2,sub_item,sub_item,수업에서의 정보체계 활용 현황,cc685ba363,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",11,1
c3__2_5__checkpoints__item:2.sub:003,source_verified,3,2.5,수업,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[1].sub_items[2],item:2.sub:003,sub_items,2,3,c3__2_5__checkpoints__item:2,sub_item,sub_item,수업(강의)계획서 질 관리,16d20a22e7,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",11,1
c3__2_5__checkpoints__item:3,source_verified,3,2.5,수업,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[2].content,item:3,items,3,,,check_item,item,원격수업을 적절하게 운영하고 있는가,76671477bb,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",11,1
c3__2_5__checkpoints__item:3.sub:001,source_verified,3,2.5,수업,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[2].sub_items[0],item:3.sub:001,sub_items,3,1,c3__2_5__checkpoints__item:3,sub_item,sub_item,원격수업 관련 규정,b38f7d5142,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",11,1
c3__2_5__checkpoints__item:3.sub:002,source_verified,3,2.5,수업,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[2].sub_items[1],item:3.sub:002,sub_items,3,2,c3__2_5__checkpoints__item:3,sub_item,sub_item,원격수업 운영 절차,6f0f35dea1,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",11,1
c3__2_5__checkpoints__item:3.sub:003,source_verified,3,2.5,수업,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[2].sub_items[2],item:3.sub:003,sub_items,3,3,c3__2_5__checkpoints__item:3,sub_item,sub_item,원격수업 운영 실적,1ca6fbe6aa,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",11,1
c3__2_5__checkpoints__item:4,source_verified,3,2.5,수업,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[3].content,item:4,items,4,,,check_item,item,수업에 대한 평가를 타당하게 실시하고 그 결과를 공개하는가,c61aecf883,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",11,1
c3__2_5__checkpoints__item:4.sub:001,source_verified,3,2.5,수업,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[3].sub_items[0],item:4.sub:001,sub_items,4,1,c3__2_5__checkpoints__item:4,sub_item,sub_item,"평가내용, 평가방법, 평가절차",f21796ed6a,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",11,1
c3__2_5__checkpoints__item:4.sub:002,source_verified,3,2.5,수업,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[3].sub_items[1],item:4.sub:002,sub_items,4,2,c3__2_5__checkpoints__item:4,sub_item,sub_item,평가 참여 학생 비율,27fcd4cb40,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",11,1
c3__2_5__checkpoints__item:4.sub:003,source_verified,3,2.5,수업,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[3].sub_items[2],item:4.sub:003,sub_items,4,3,c3__2_5__checkpoints__item:4,sub_item,sub_item,평가결과 공개 방법 및 범위,8c4c5c2290,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",11,1
c3__2_5__checkpoints__item:4.sub:004,source_verified,3,2.5,수업,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[3].sub_items[3],item:4.sub:004,sub_items,4,4,c3__2_5__checkpoints__item:4,sub_item,sub_item,평가도구의 지속적 개선 현황,793481061c,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",11,1
c3__2_5__checkpoints__item:5,source_verified,3,2.5,수업,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[4].content,item:5,items,5,,,check_item,item,수업에 대한 평가결과에 따라 수업 개선을 지원하고 있는가,6a2a764b17,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",11,1
c3__2_5__checkpoints__item:5.sub:001,source_verified,3,2.5,수업,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[4].sub_items[0],item:5.sub:001,sub_items,5,1,c3__2_5__checkpoints__item:5,sub_item,sub_item,수업 개선 실적,a96cc71b27,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",11,1
c3__2_5__checkpoints__item:5.sub:002,source_verified,3,2.5,수업,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[4].sub_items[1],item:5.sub:002,sub_items,5,2,c3__2_5__checkpoints__item:5,sub_item,sub_item,지속적인 수업 질 관리 방안: 수업 평가 결과에 따른 우수 사례 확대 및 개선 사항 모니터링 현황 등,40128bf3a1,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",11,1
c3__2_5__evidence__제출자료_관련규정:001,source_verified,3,2.5,수업,evidence,근거자료,2026-04-20,cycle_3[0].제출자료_관련규정[0].content,제출자료_관련규정:001,제출자료_관련규정,1,,,evidence_item,item,수업에 대한 평가 관련 규정,43737a4c46,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",11,1
c3__2_5__evidence__현지확인자료:001,source_verified,3,2.5,수업,evidence,근거자료,2026-04-20,cycle_3[0].현지확인자료[0].content,현지확인자료:001,현지확인자료,1,,,evidence_item,item,수업 지원 정보체계(LMS 등),0f17822455,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",11,1
c3__2_5__evidence__현지확인자료:002,source_verified,3,2.5,수업,evidence,근거자료,2026-04-20,cycle_3[0].현지확인자료[1].content,현지확인자료:002,현지확인자료,2,,,evidence_item,item,수업에 대한 평가 결과 통계 자료: 최근 3년 자료,e7728a3214,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",11,1
c3__2_5__evidence__현지확인자료:003,source_verified,3,2.5,수업,evidence,근거자료,2026-04-20,cycle_3[0].현지확인자료[2].content,현지확인자료:003,현지확인자료,3,,,evidence_item,item,수업에 대한 평가 피드백 및 이를 반영한 수업 개선 실적: 최근 3년 자료,538ff88429,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",11,1
c3__2_5__notes__item:1,source_verified,3,2.5,수업,notes,유의사항 및 관련 정책,2026-04-22,cycle_3[0].items[0].content,item:1,items,1,,,caution_policy_item,item,전임교원의 평균 강의시수는 전임교원의 전공 및 교양 과목 실제 강의 시수(학부+대학원) 평균임,9274050110,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",11,1
c3__2_5__notes__item:2,source_verified,3,2.5,수업,notes,유의사항 및 관련 정책,2026-04-22,cycle_3[0].items[1].content,item:2,items,2,,,caution_policy_item,item,"수업 지원 정보체제는 학습관리체계(Learning Management System)와 같이 개별 수업의 운영을 지원하기 위한 목적으로 구축된 전산시스템을 의미하며, 이 체계의 구축 내용과 활용 실적을 중심으로 기술함. 수업(강의)계획서 질 관리는 수업(강의)계획서의 세부 항목에 대한 연구, 학습관리체계에 게시 현황, 수업에서의 활용 관리 및 지원, 수업계획서의 지속적 개선 지원 등을 중심으로 기술함",055d3f0ebd,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",11,1
c3__2_5__notes__item:3,source_verified,3,2.5,수업,notes,유의사항 및 관련 정책,2026-04-22,cycle_3[0].items[2].content,item:3,items,3,,,caution_policy_item,item,"수업에 대한 평가방법은 기존의 수업에 대한 학생의 만족도 조사(강의평가)외에 포트폴리오 평가, 전문가 또는 동료평가 등과 같은 방법들을 포함하여 수업에 대하여 타당한 평가가 이루어지도록 취한 모든 조치를 의미함",6f9e463c3a,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",11,1
c3__2_5__overview__content,source_verified,3,2.5,수업,overview,편람 개요,2026-04-17,cycle_3[0].content,content,content,,,,overview_content,criterion,대학은 교수가 적정 시수 범위에서 수업을 담당하도록 하고 수업을 지원하는 정보체제를 운영하며 수업에 대한 평가를 실시하여 수업의 질을 지속적으로 향상하고 있다.,da057faf95,"편람원본json/[검증완료]3주기, 4주기 편람 개요 비교(20260417).json",11,1
c3__2_5__report__item:1,source_verified,3,2.5,수업,report,보고서 주요 내용,2026-04-17,cycle_3[0].items[0].content,item:1,items,1,,,report_item,item,전임교원의 강의 담당 현황,ff6bfc9e84,"편람원본json/[검증완료]3주기, 4주기 편람 보고서 주요 내용 비교(20260417).json",11,1
c3__2_5__report__item:2,source_verified,3,2.5,수업,report,보고서 주요 내용,2026-04-17,cycle_3[0].items[1].content,item:2,items,2,,,report_item,item,수업 지원을 위한 정보체계 구축 현황 및 운영 실적,8b73385b36,"편람원본json/[검증완료]3주기, 4주기 편람 보고서 주요 내용 비교(20260417).json",11,1
c3__2_5__report__item:3,source_verified,3,2.5,수업,report,보고서 주요 내용,2026-04-17,cycle_3[0].items[2].content,item:3,items,3,,,report_item,item,원격수업 운영 현황,a82c1b9ff9,"편람원본json/[검증완료]3주기, 4주기 편람 보고서 주요 내용 비교(20260417).json",11,1
c3__2_5__report__item:4,source_verified,3,2.5,수업,report,보고서 주요 내용,2026-04-17,cycle_3[0].items[3].content,item:4,items,4,,,report_item,item,"수업평가 내용 및 방법, 결과 공개: 최근 3년 자료",93ee5d703f,"편람원본json/[검증완료]3주기, 4주기 편람 보고서 주요 내용 비교(20260417).json",11,1
c3__2_5__report__item:5,source_verified,3,2.5,수업,report,보고서 주요 내용,2026-04-17,cycle_3[0].items[4].content,item:5,items,5,,,report_item,item,수업평가 결과 활용을 통한 수업 개선 노력 및 실적: 최근 3년 자료,f8261a5b2f,"편람원본json/[검증완료]3주기, 4주기 편람 보고서 주요 내용 비교(20260417).json",11,1
c3__2_6__checkpoints__item:1,source_verified,3,2.6,교수-학습 지원,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[0].content,item:1,items,1,,,check_item,item,"교수지원, 학생지원, 교육매체지원 등의 업무 영역 및 각 업무 영역별 인적 구성이 적절한가",9fe68df50b,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",12,1
c3__2_6__checkpoints__item:1.sub:001,source_verified,3,2.6,교수-학습 지원,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[0].sub_items[0],item:1.sub:001,sub_items,1,1,c3__2_6__checkpoints__item:1,sub_item,sub_item,"교수-학습지원 영역별(교수지원, 학습지원, 교육매체지원) 인력 구성 현황",d20e1dee87,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",12,1
c3__2_6__checkpoints__item:1.sub:002,source_verified,3,2.6,교수-학습 지원,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[0].sub_items[1],item:1.sub:002,sub_items,1,2,c3__2_6__checkpoints__item:1,sub_item,sub_item,교수-학습지원 전임 연구·개발 인력의 전문성,15dc022fac,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",12,1
c3__2_6__checkpoints__item:1.sub:003,source_verified,3,2.6,교수-학습 지원,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[0].sub_items[2],item:1.sub:003,sub_items,1,3,c3__2_6__checkpoints__item:1,sub_item,sub_item,교수-학습지원 전임 연구·개발 인력의 안정성(학부 재학생 수에 따라 최소 1~4명 이상),833af96251,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",12,1
c3__2_6__checkpoints__item:1.sub:004,source_verified,3,2.6,교수-학습 지원,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[0].sub_items[3],item:1.sub:004,sub_items,1,4,c3__2_6__checkpoints__item:1,sub_item,sub_item,"학부 재학생 3,000명 초과 대학은 전임 연구·개발 인력에 박사학위를 소지한 정규직 1인 이상, 10,000명 초과 대학은 2인 이상 포함을 권장함. 단, 겸임인 자 또는 6학점 초과 강의 담당자는 인정하지 않음",87f0099ce5,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",12,1
c3__2_6__checkpoints__item:2,source_verified,3,2.6,교수-학습 지원,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[1].content,item:2,items,2,,,check_item,item,전임 연구·개발 인력을 확보하고 전문성 개발을 위해 노력하고 있는가,c4b22dda7f,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",12,1
c3__2_6__checkpoints__item:2.sub:001,source_verified,3,2.6,교수-학습 지원,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[1].sub_items[0],item:2.sub:001,sub_items,2,1,c3__2_6__checkpoints__item:2,sub_item,sub_item,전문성 개발 프로그램 및 참여 실적,98640a8428,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",12,1
c3__2_6__checkpoints__item:3,source_verified,3,2.6,교수-학습 지원,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[2].content,item:3,items,3,,,check_item,item,예산 편성 및 집행은 적절한가,279aa22309,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",12,1
c3__2_6__checkpoints__item:3.sub:001,source_verified,3,2.6,교수-학습 지원,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[2].sub_items[0],item:3.sub:001,sub_items,3,1,c3__2_6__checkpoints__item:3,sub_item,sub_item,"학교 규모, 교수-학습 지원 영역별 적정 예산 편성 및 집행",d6ff01cd4d,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",12,1
c3__2_6__checkpoints__item:3.sub:002,source_verified,3,2.6,교수-학습 지원,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[2].sub_items[1],item:3.sub:002,sub_items,3,2,c3__2_6__checkpoints__item:3,sub_item,sub_item,연도별 예산 편성 추세,30414810a2,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",12,1
c3__2_6__checkpoints__item:3.sub:003,source_verified,3,2.6,교수-학습 지원,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[2].sub_items[2],item:3.sub:003,sub_items,3,3,c3__2_6__checkpoints__item:3,sub_item,sub_item,예산의 집행율,7e86d04f92,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",12,1
c3__2_6__checkpoints__item:4,source_verified,3,2.6,교수-학습 지원,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[3].content,item:4,items,4,,,check_item,item,프로그램 운영 현황은 어떠한가,02d1a08063,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",12,1
c3__2_6__checkpoints__item:4.sub:001,source_verified,3,2.6,교수-학습 지원,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[3].sub_items[0],item:4.sub:001,sub_items,4,1,c3__2_6__checkpoints__item:4,sub_item,sub_item,교수-학습 지원 프로그램의 다양성,741b21fa26,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",12,1
c3__2_6__checkpoints__item:4.sub:002,source_verified,3,2.6,교수-학습 지원,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[3].sub_items[1],item:4.sub:002,sub_items,4,2,c3__2_6__checkpoints__item:4,sub_item,sub_item,"교수-학습 지원 프로그램의 운영 실적(횟수, 참여자 수)",34d1a4cab6,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",12,1
c3__2_6__checkpoints__item:5,source_verified,3,2.6,교수-학습 지원,checkpoints,주요 점검사항,2026-04-21,cycle_3[0].items[4].content,item:5,items,5,,,check_item,item,"프로그램 만족도 평가를 실시하고, 그 결과를 프로그램 개선에 반영하는가",e7c44634e9,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",12,1
