action_id,benchmark_required,candidate_only_warning,change_id,change_type,cycle4_criterion,cycle4_title,department_candidate,evidence_focus,notice_required,preparation_task,priority,risk_level,section_type,source_id_3,source_id_4,verification_status,action_type,primary_department,support_departments,data_period,metric_or_threshold,evidence_link,confirmed_by,confirmed_at,source_support_level,official_confirmation_needed
act_00168,false,Department/risk values are operational candidates for review.,chg_00334,신설후보,1.4,성과관리체계 구축 및 운영,"기획처, 성과관리 담당부서",증빙,true,"보고서 주요 내용 항목 검토 및 준비: 대학 자체평가 실시 현황: 관련 규정, 평가 조직, 평가 주기, 평가 내용 및 범위, 공개 방법 등",1,high,report,,c4__1_4__report__item:4,needs_review,new_requirement_review,기획처,성과관리 담당부서,,,c4__1_4__report__item:4,,,source_json_single_side_review,true
act_00169,false,Department/risk values are operational candidates for review.,chg_00336,이동후보,1.4,성과관리체계 구축 및 운영,"기획처, 성과관리 담당부서",실적기간;증빙,true,"보고서 주요 내용 항목 검토 및 준비: 교육만족도 조사 방법, 내용, 결과, 환류 실적: 최근 3년 자료",1,high,report,c3__5_1__report__item:4,,needs_review,move_review,기획처,성과관리 담당부서,최근 3년;3년 자료,3년,c3__5_1__report__item:4,,,source_json_single_side_review,true
act_00170,false,Department/risk values are operational candidates for review.,chg_00337,변경,1.5,교육성과,"기획처, 교무처, 교육혁신원, 취·창업지원부서",기준값/정량;산식/기준산정;실적기간;증빙,true,"보고서 주요 내용 항목 검토 및 준비: 학생 충원 성과: 최근 3년 자료, 최근 3년간 평균(기준값: 85%)",1,high,report,c3__5_2__report__item:2,c4__1_5__report__item:1,needs_review,metric_or_standard_update,기획처,교무처;교육혁신원;취·창업지원부서,최근 3년;3년 자료,3년;85%;기준값;평균,c4__1_5__report__item:1,,,source_json_comparative_candidate,true
act_00171,false,Department/risk values are operational candidates for review.,chg_00338,변경,1.5,교육성과,"기획처, 교무처, 교육혁신원, 취·창업지원부서",기준값/정량;산식/기준산정;실적기간;증빙,true,"보고서 주요 내용 항목 검토 및 준비: 졸업생 진로 성과: 최근 3년 자료, 최근 3년간 평균(기준값: 55%)",1,high,report,c3__5_4__report__item:1,c4__1_5__report__item:2,needs_review,metric_or_standard_update,기획처,교무처;교육혁신원;취·창업지원부서,최근 3년;3년 자료,3년;55%;기준값;평균,c4__1_5__report__item:2,,,source_json_comparative_candidate,true
act_00172,false,Department/risk values are operational candidates for review.,chg_00339,신설후보,1.5,교육성과,"기획처, 교무처, 교육혁신원, 취·창업지원부서",실적기간;증빙,true,보고서 주요 내용 항목 검토 및 준비: 학생학습성과 관리 및 운영 실적: 최근 3년 자료,1,high,report,,c4__1_5__report__item:3,needs_review,new_requirement_review,기획처,교무처;교육혁신원;취·창업지원부서,최근 3년;3년 자료,3년,c4__1_5__report__item:3,,,source_json_single_side_review,true
act_00173,false,Department/risk values are operational candidates for review.,chg_00340,신설후보,1.5,교육성과,"기획처, 교무처, 교육혁신원, 취·창업지원부서",실적기간;증빙,true,"보고서 주요 내용 항목 검토 및 준비: 교육 만족도 조사 방법, 내용, 결과, 환류 실적: 최근 3년 자료",1,high,report,c3__5_4__report__item:4,c4__1_5__report__item:4,needs_review,new_requirement_review,기획처,교무처;교육혁신원;취·창업지원부서,최근 3년;3년 자료,3년,c4__1_5__report__item:4,,,source_json_comparative_candidate,true
act_00174,false,Department/risk values are operational candidates for review.,chg_00341,삭제/이동후보,1.5,교육성과,"기획처, 교무처, 교육혁신원, 취·창업지원부서",기준값/정량;산식/기준산정;실적기간;증빙,true,"보고서 주요 내용 항목 검토 및 준비: 정원내 신입생 충원율: 최근 3년 자료, 최근 3년간 평균(기준값: 95%)",1,high,report,c3__5_2__report__item:1,,needs_review,deletion_or_move_review,기획처,교무처;교육혁신원;취·창업지원부서,최근 3년;3년 자료,3년;95%;기준값;평균;충원율,c3__5_2__report__item:1,,,source_json_single_side_review,true
act_00175,false,Department/risk values are operational candidates for review.,chg_00342,삭제/이동후보,1.5,교육성과,"기획처, 교무처, 교육혁신원, 취·창업지원부서",산식/기준산정;실적기간;증빙,true,보고서 주요 내용 항목 검토 및 준비: 정원내 신입생 및 재학생 충원율 제고를 위한 노력: 최근 3년 자료,1,high,report,c3__5_2__report__item:3,,needs_review,deletion_or_move_review,기획처,교무처;교육혁신원;취·창업지원부서,최근 3년;3년 자료,3년;충원율,c3__5_2__report__item:3,,,source_json_single_side_review,true
act_00176,false,Department/risk values are operational candidates for review.,chg_00343,이동후보,1.5,교육성과,"기획처, 교무처, 교육혁신원, 취·창업지원부서",관련 규정·운영자료·실적자료 확인,true,보고서 주요 내용 항목 검토 및 준비: 취·창업지원 조직 현황,1,high,report,c3__5_4__report__item:2,,needs_review,move_review,기획처,교무처;교육혁신원;취·창업지원부서,,,c3__5_4__report__item:2,,,source_json_single_side_review,true
act_00177,false,Department/risk values are operational candidates for review.,chg_00344,이동후보,1.5,교육성과,"기획처, 교무처, 교육혁신원, 취·창업지원부서",실적기간;증빙,true,보고서 주요 내용 항목 검토 및 준비: 취·창업지원 프로그램 운영 및 예산 편성·집행 현황: 최근 3년 자료,1,high,report,c3__5_4__report__item:3,,needs_review,move_review,기획처,교무처;교육혁신원;취·창업지원부서,최근 3년;3년 자료,3년,c3__5_4__report__item:3,,,source_json_single_side_review,true
act_00178,true,Department/risk values are operational candidates for review.,chg_00346,변경,1.6,사회공헌 및 지역사회 연계·협력,"사회공헌 담당부서, 지역협력부서, 산학협력단",산식/기준산정;실적기간;증빙,true,"보고서 주요 내용 항목 검토 및 준비: 사회봉사 프로그램(교과목 포함) 운영 실적: 최근 3년 자료, 최근 3년간 평균",1,high,report,c3__5_5__report__item:3,c4__1_6__report__item:2,candidate,metric_or_standard_update,사회공헌 담당부서,지역협력부서;산학협력단,최근 3년;3년 자료,3년;평균,c4__1_6__report__item:2,,,source_json_comparative_candidate,true
act_00179,true,Department/risk values are operational candidates for review.,chg_00347,신설후보,1.6,사회공헌 및 지역사회 연계·협력,"사회공헌 담당부서, 지역협력부서, 산학협력단",실적기간;증빙,true,보고서 주요 내용 항목 검토 및 준비: 대학의 사회공헌 활동 계획: 최근 3년 자료,1,high,report,c3__5_5__report__item:5,c4__1_6__report__item:3,needs_review,new_requirement_review,사회공헌 담당부서,지역협력부서;산학협력단,최근 3년;3년 자료,3년,c4__1_6__report__item:3,,,source_json_comparative_candidate,true
act_00180,true,Department/risk values are operational candidates for review.,chg_00348,신설후보,1.6,사회공헌 및 지역사회 연계·협력,"사회공헌 담당부서, 지역협력부서, 산학협력단",실적기간;증빙,true,"보고서 주요 내용 항목 검토 및 준비: 지역사회(지역대학, 해외기관 등 포함)와의 연계·협력과 인적·물적 자원 공유 추진 체계 및 공유 실적(교육, 연구, 산학협력의 성과): 최근 3년 자료",1,high,report,c3__5_6__report__item:1,c4__1_6__report__item:4,needs_review,new_requirement_review,사회공헌 담당부서,지역협력부서;산학협력단,최근 3년;3년 자료,3년,c4__1_6__report__item:4,,,source_json_comparative_candidate,true
act_00181,true,Department/risk values are operational candidates for review.,chg_00349,삭제/이동후보,1.6,사회공헌 및 지역사회 연계·협력,"사회공헌 담당부서, 지역협력부서, 산학협력단",실적기간;증빙,true,보고서 주요 내용 항목 검토 및 준비: 사회봉사 관련 교과목 및 담당교수 현황(정보공시 지침 참조): 최근 3년 자료,1,high,report,c3__5_5__report__item:2,,needs_review,deletion_or_move_review,사회공헌 담당부서,지역협력부서;산학협력단,최근 3년;3년 자료,3년,c3__5_5__report__item:2,,,source_json_single_side_review,true
act_00182,true,Department/risk values are operational candidates for review.,chg_00350,삭제후보,1.6,사회공헌 및 지역사회 연계·협력,"사회공헌 담당부서, 지역협력부서, 산학협력단",실적기간;증빙,true,보고서 주요 내용 항목 검토 및 준비: 사회봉사에 대한 행·재정 지원 실적: 최근 3년 자료,1,high,report,c3__5_5__report__item:4,,needs_review,deletion_or_move_review,사회공헌 담당부서,지역협력부서;산학협력단,최근 3년;3년 자료,3년,c3__5_5__report__item:4,,,source_json_single_side_review,true
act_00183,true,Department/risk values are operational candidates for review.,chg_00351,삭제/이동후보,1.6,사회공헌 및 지역사회 연계·협력,"사회공헌 담당부서, 지역협력부서, 산학협력단",실적기간;증빙,true,보고서 주요 내용 항목 검토 및 준비: 지역사회와의 연계·협력 추진 체계 및 실적: 최근 3년 자료,1,high,report,c3__5_6__report__item:2,,needs_review,deletion_or_move_review,사회공헌 담당부서,지역협력부서;산학협력단,최근 3년;3년 자료,3년,c3__5_6__report__item:2,,,source_json_single_side_review,true
act_00184,true,Department/risk values are operational candidates for review.,chg_00352,삭제/이동후보,1.6,사회공헌 및 지역사회 연계·협력,"사회공헌 담당부서, 지역협력부서, 산학협력단",관련 규정·운영자료·실적자료 확인,true,보고서 주요 내용 항목 검토 및 준비: 산학협력 추진 체계 및 실적,1,high,report,c3__5_6__report__item:3,,needs_review,deletion_or_move_review,사회공헌 담당부서,지역협력부서;산학협력단,,,c3__5_6__report__item:3,,,source_json_single_side_review,true
act_00185,true,Department/risk values are operational candidates for review.,chg_00353,삭제/이동후보,1.6,사회공헌 및 지역사회 연계·협력,"사회공헌 담당부서, 지역협력부서, 산학협력단",실적기간;증빙,true,"보고서 주요 내용 항목 검토 및 준비: 교육, 연구, 산학협력 성과의 지역사회 공유 실적: 최근 3년 자료",1,high,report,c3__5_6__report__item:4,,needs_review,deletion_or_move_review,사회공헌 담당부서,지역협력부서;산학협력단,최근 3년;3년 자료,3년,c3__5_6__report__item:4,,,source_json_single_side_review,true
act_00186,true,Department/risk values are operational candidates for review.,chg_00362,변경,2.3,전공교육과정,"교무처, 교육과정 담당부서",관련 규정·운영자료·실적자료 확인,true,보고서 주요 내용 항목 검토 및 준비: 전공교육과정과 학부·학과(전공) 교육목표 및 인재상과의 연계성 ※ 계열을 고려하여 3∼4개 전공에 대해 작성,2,medium,report,c3__2_3__report__item:1,c4__2_3__report__item:1,candidate,content_change_review,교무처,교육과정 담당부서,,,c4__2_3__report__item:1,,,source_json_comparative_candidate,true
act_00187,true,Department/risk values are operational candidates for review.,chg_00366,변경,2.3,전공교육과정,"교무처, 교육과정 담당부서",실적기간;증빙,true,"보고서 주요 내용 항목 검토 및 준비: 부·복수·다전공·기타 전공(융합, 연계, 자율전공 등)과 소단위 전공 제도 운영 현황 및 이수 실적: 최근 3년 자료",2,medium,report,c3__2_3__report__item:5,c4__2_3__report__item:5,candidate,metric_or_standard_update,교무처,교육과정 담당부서,최근 3년;3년 자료,3년,c4__2_3__report__item:5,,,source_json_comparative_candidate,true
act_00188,false,Department/risk values are operational candidates for review.,chg_00368,신설후보,2.4,학사관리,"교무처, 교육과정 담당부서",실적기간;증빙,true,보고서 주요 내용 항목 검토 및 준비: 학사운영 현황: 최근 3년 자료,1,high,report,c3__2_4__report__item:2,c4__2_4__report__item:2,needs_review,new_requirement_review,교무처,교육과정 담당부서,최근 3년;3년 자료,3년,c4__2_4__report__item:2,,,source_json_comparative_candidate,true
act_00189,false,Department/risk values are operational candidates for review.,chg_00369,신설후보,2.4,학사관리,"교무처, 교육과정 담당부서",실적기간;증빙,true,보고서 주요 내용 항목 검토 및 준비: 성적관리 체계: 최근 3년 자료,1,high,report,c3__2_4__report__item:3,c4__2_4__report__item:3,needs_review,new_requirement_review,교무처,교육과정 담당부서,최근 3년;3년 자료,3년,c4__2_4__report__item:3,,,source_json_comparative_candidate,true
act_00190,false,Department/risk values are operational candidates for review.,chg_00372,변경,2.5,수업,"교무처, 교육과정 담당부서",실적기간;증빙,true,보고서 주요 내용 항목 검토 및 준비: 원격수업 운영 현황: 최근 3년 자료,2,medium,report,c3__2_5__report__item:3,c4__2_5__report__item:3,candidate,metric_or_standard_update,교무처,교육과정 담당부서,최근 3년;3년 자료,3년,c4__2_5__report__item:3,,,source_json_comparative_candidate,true
act_00191,false,Department/risk values are operational candidates for review.,chg_00377,변경,2.6,교수-학습 지원,교수학습지원센터,실적기간;증빙,true,"보고서 주요 내용 항목 검토 및 준비: 예산 편성 및 집행 현황(교수지원, 학습지원, 교육매체지원 영역별): 최근 3년 자료",2,medium,report,c3__2_6__report__item:3,c4__2_6__report__item:3,candidate,metric_or_standard_update,교수학습지원센터,,최근 3년;3년 자료,3년,c4__2_6__report__item:3,,,source_json_comparative_candidate,true
act_00192,false,Department/risk values are operational candidates for review.,chg_00380,변경,3.1,교원 확보 및 구성,"교무처, 교원인사 담당부서",기준값/정량;산식/기준산정;실적기간;증빙,true,"보고서 주요 내용 항목 검토 및 준비: 전임교원 및 겸임교원 확보율: 최근 3년 자료, 최근 3년간 평균(기준값: 64%)",1,high,report,c3__3_1__report__item:1,c4__3_1__report__item:1,candidate,metric_or_standard_update,교무처,교원인사 담당부서,최근 3년;3년 자료,3년;64%;기준값;평균;확보율,c4__3_1__report__item:1,,,source_json_comparative_candidate,true
act_00193,false,Department/risk values are operational candidates for review.,chg_00382,변경,3.1,교원 확보 및 구성,"교무처, 교원인사 담당부서",관련 규정·운영자료·실적자료 확인,true,"보고서 주요 내용 항목 검토 및 준비: 교원의 소속별, 직제별, 유형별 구성",2,medium,report,c3__3_1__report__item:3,c4__3_1__report__item:3,candidate,content_change_review,교무처,교원인사 담당부서,,,c4__3_1__report__item:3,,,source_json_comparative_candidate,true
act_00194,false,Department/risk values are operational candidates for review.,chg_00383,신설후보,3.1,교원 확보 및 구성,"교무처, 교원인사 담당부서",관련 규정·운영자료·실적자료 확인,true,보고서 주요 내용 항목 검토 및 준비: 교원 임용정책에 따른 교원 유형별 임용목적 및 담당 업무 주요 현황,1,high,report,,c4__3_1__report__item:4,needs_review,new_requirement_review,교무처,교원인사 담당부서,,,c4__3_1__report__item:4,,,source_json_single_side_review,true
act_00195,false,Department/risk values are operational candidates for review.,chg_00385,변경,3.2,교원 인사 및 업적평가,"교무처, 교원인사 담당부서",실적기간;증빙,true,"보고서 주요 내용 항목 검토 및 준비: 교원 인사제도(승진, 재임용, 정년보장임용) 운영 현황",2,medium,report,c3__3_2__report__item:1,c4__3_2__report__item:1,candidate,metric_or_standard_update,교무처,교원인사 담당부서,,,c4__3_2__report__item:1,,,source_json_comparative_candidate,true
act_00196,false,Department/risk values are operational candidates for review.,chg_00388,변경,3.3,교원 처우 및 복지,"교무처, 교원인사 담당부서",기준값/정량;산식/기준산정;실적기간;증빙,true,"보고서 주요 내용 항목 검토 및 준비: 강사 강의료(대학원 제외): 최근 3년 자료(기준값: 2025년: 53,100원, 2026년: 54,200원, 2027년: 미정)",1,high,report,c3__3_3__report__item:1,c4__3_3__report__item:1,candidate,metric_or_standard_update,교무처,교원인사 담당부서,최근 3년;3년 자료;2025년;2026년;2027년,3년;2025년;100원;2026년;200원;2027년;기준값,c4__3_3__report__item:1,,,source_json_comparative_candidate,true
act_00197,false,Department/risk values are operational candidates for review.,chg_00389,변경,3.3,교원 처우 및 복지,"교무처, 교원인사 담당부서",관련 규정·운영자료·실적자료 확인,true,"보고서 주요 내용 항목 검토 및 준비: 교원의 트랙별, 직급별 보수 수준과 최저보수 수준",2,medium,report,c3__3_3__report__item:2,c4__3_3__report__item:2,candidate,content_change_review,교무처,교원인사 담당부서,,,c4__3_3__report__item:2,,,source_json_comparative_candidate,true
act_00198,false,Department/risk values are operational candidates for review.,chg_00391,유지,3.4,교원의 연구활동 및 성과,"연구처, 교무처",기준값/정량;산식/기준산정;실적기간;증빙,true,"보고서 주요 내용 항목 검토 및 준비: 전임교원 1인당 교내연구비: 최근 3년 자료, 최근 3년간 평균(기준값: 1,000천원)",1,high,report,c3__3_4__report__item:1,c4__3_4__report__item:1,needs_review,metric_or_standard_update,연구처,교무처,최근 3년;3년 자료,3년;000천원;기준값;평균,c4__3_4__report__item:1,,,source_json_comparative_candidate,true
act_00199,false,Department/risk values are operational candidates for review.,chg_00392,변경,3.4,교원의 연구활동 및 성과,"연구처, 교무처",실적기간;증빙,true,"보고서 주요 내용 항목 검토 및 준비: 교원의 연구 발표, 학회참여 등과 관련된 행·재정적 지원 실적: 최근 3년 자료",1,high,report,c3__3_4__report__item:2,c4__3_4__report__item:2,needs_review,metric_or_standard_update,연구처,교무처,최근 3년;3년 자료,3년,c4__3_4__report__item:2,,,source_json_comparative_candidate,true
act_00200,false,Department/risk values are operational candidates for review.,chg_00393,유지,3.4,교원의 연구활동 및 성과,"연구처, 교무처",실적기간;증빙,true,보고서 주요 내용 항목 검토 및 준비: 연구년제 실시 현황: 최근 4년 자료,1,high,report,c3__3_4__report__item:4,c4__3_4__report__item:3,needs_review,metric_or_standard_update,연구처,교무처,최근 4년;4년 자료,4년,c4__3_4__report__item:3,,,source_json_comparative_candidate,true
act_00201,false,Department/risk values are operational candidates for review.,chg_00394,유지,3.4,교원의 연구활동 및 성과,"연구처, 교무처",기준값/정량;산식/기준산정;실적기간;증빙,true,"보고서 주요 내용 항목 검토 및 준비: 전임교원 1인당 등재(후보)지 논문 실적: 최근 3년 자료, 최근 3년간 평균(기준값: 0.35건)",1,high,report,c3__5_3__report__item:1,c4__3_4__report__item:4,needs_review,metric_or_standard_update,연구처,교무처,최근 3년;3년 자료,3년;0.35건;기준값;평균,c4__3_4__report__item:4,,,source_json_comparative_candidate,true
act_00202,false,Department/risk values are operational candidates for review.,chg_00395,유지,3.4,교원의 연구활동 및 성과,"연구처, 교무처",기준값/정량;산식/기준산정;실적기간;증빙,true,"보고서 주요 내용 항목 검토 및 준비: 전임교원 1인당 SCI급 논문 실적: 최근 3년 자료, 최근 3년간 평균(기준값: 0.05건)",1,high,report,c3__5_3__report__item:2,c4__3_4__report__item:5,needs_review,metric_or_standard_update,연구처,교무처,최근 3년;3년 자료,3년;0.05건;기준값;평균,c4__3_4__report__item:5,,,source_json_comparative_candidate,true
act_00203,false,Department/risk values are operational candidates for review.,chg_00396,유지,3.4,교원의 연구활동 및 성과,"연구처, 교무처",기준값/정량;산식/기준산정;실적기간;증빙,true,"보고서 주요 내용 항목 검토 및 준비: 전임교원 1인당 저역서 실적: 최근 3년 자료, 최근 3년간 평균(기준값: 0.06건)",1,high,report,c3__5_3__report__item:3,c4__3_4__report__item:6,needs_review,metric_or_standard_update,연구처,교무처,최근 3년;3년 자료,3년;0.06건;기준값;평균,c4__3_4__report__item:6,,,source_json_comparative_candidate,true
act_00204,false,Department/risk values are operational candidates for review.,chg_00397,유지,3.4,교원의 연구활동 및 성과,"연구처, 교무처",기준값/정량;산식/기준산정;실적기간;증빙,true,"보고서 주요 내용 항목 검토 및 준비: 전임교원 1인당 교외연구비: 최근 3년 자료, 최근 3년간 평균(기준값: 10,000천원)",1,high,report,c3__5_3__report__item:4,c4__3_4__report__item:7,needs_review,metric_or_standard_update,연구처,교무처,최근 3년;3년 자료,3년;000천원;기준값;평균,c4__3_4__report__item:7,,,source_json_comparative_candidate,true
act_00205,false,Department/risk values are operational candidates for review.,chg_00398,유지,3.4,교원의 연구활동 및 성과,"연구처, 교무처",기준값/정량,true,보고서 주요 내용 항목 검토 및 준비: 기준값 대비 실적의 합(기준값: 4),1,high,report,c3__5_3__report__item:5,c4__3_4__report__item:8,needs_review,metric_or_standard_update,연구처,교무처,,기준값,c4__3_4__report__item:8,,,source_json_comparative_candidate,true
act_00206,false,Department/risk values are operational candidates for review.,chg_00399,변경,3.4,교원의 연구활동 및 성과,"연구처, 교무처",실적기간;증빙,true,보고서 주요 내용 항목 검토 및 준비: 연구윤리 확립 체계 및 실적: 최근 3년 자료,1,high,report,c3__5_3__report__item:6,c4__3_4__report__item:9,needs_review,metric_or_standard_update,연구처,교무처,최근 3년;3년 자료,3년,c4__3_4__report__item:9,,,source_json_comparative_candidate,true
act_00207,false,Department/risk values are operational candidates for review.,chg_00400,삭제후보,3.4,교원의 연구활동 및 성과,"연구처, 교무처",실적기간;증빙,true,보고서 주요 내용 항목 검토 및 준비: 교원의 교육 역량 개발을 위한 내부 프로그램 및 교내·외 연수 참여 실적: 최근 3년 자료,1,high,report,c3__3_4__report__item:3,,needs_review,deletion_or_move_review,연구처,교무처,최근 3년;3년 자료,3년,c3__3_4__report__item:3,,,source_json_single_side_review,true
act_00208,false,Department/risk values are operational candidates for review.,chg_00401,삭제후보,3.4,교원의 연구활동 및 성과,"연구처, 교무처",관련 규정·운영자료·실적자료 확인,true,보고서 주요 내용 항목 검토 및 준비: 교육지원인력 확보 현황: 실험실습 교과 등을 지원하는 교육 및 연구조교 등,1,high,report,c3__3_4__report__item:5,,needs_review,deletion_or_move_review,연구처,교무처,,,c3__3_4__report__item:5,,,source_json_single_side_review,true
act_00209,false,Department/risk values are operational candidates for review.,chg_00403,변경,3.5,직원 확보 및 인사,"총무처, 직원인사 담당부서",관련 규정·운영자료·실적자료 확인,true,보고서 주요 내용 항목 검토 및 준비: 직원 확보계획에 따른 채용 절차 및 방법,2,medium,report,c3__3_5__report__item:2,c4__3_5__report__item:2,candidate,content_change_review,총무처,직원인사 담당부서,,,c4__3_5__report__item:2,,,source_json_comparative_candidate,true
act_00210,false,Department/risk values are operational candidates for review.,chg_00406,신설후보,3.5,직원 확보 및 인사,"총무처, 직원인사 담당부서",실적기간;증빙,true,"보고서 주요 내용 항목 검토 및 준비: 직원 인사제도(승진, 재임용) 운영 현황: 최근 3년 자료",1,high,report,,c4__3_5__report__item:5,needs_review,new_requirement_review,총무처,직원인사 담당부서,최근 3년;3년 자료,3년,c4__3_5__report__item:5,,,source_json_single_side_review,true
act_00211,false,Department/risk values are operational candidates for review.,chg_00407,변경,3.6,직원 복지 및 업무 역량 개발,"총무처, 직원인사 담당부서",관련 규정·운영자료·실적자료 확인,true,보고서 주요 내용 항목 검토 및 준비: 직원의 직급별 보수 수준과 최저보수 수준,2,medium,report,c3__3_6__report__item:1,c4__3_6__report__item:1,candidate,content_change_review,총무처,직원인사 담당부서,,,c4__3_6__report__item:1,,,source_json_comparative_candidate,true
act_00212,false,Department/risk values are operational candidates for review.,chg_00409,변경,3.6,직원 복지 및 업무 역량 개발,"총무처, 직원인사 담당부서",실적기간;증빙,true,보고서 주요 내용 항목 검토 및 준비: 직원 복지제도 운영 실적 및 예산 집행 현황: 최근 3년 자료,2,medium,report,c3__3_6__report__item:3,c4__3_6__report__item:3,candidate,metric_or_standard_update,총무처,직원인사 담당부서,최근 3년;3년 자료,3년,c4__3_6__report__item:3,,,source_json_comparative_candidate,true
act_00213,false,Department/risk values are operational candidates for review.,chg_00410,변경,3.6,직원 복지 및 업무 역량 개발,"총무처, 직원인사 담당부서",실적기간;증빙,true,보고서 주요 내용 항목 검토 및 준비: 직원 업무 역량 개발 기본계획 및 행·재정적 지원 현황(교내ᆞ외 프로그램 운영 실적 포함): 최근 3년 자료,2,medium,report,c3__3_6__report__item:4,c4__3_6__report__item:4,candidate,metric_or_standard_update,총무처,직원인사 담당부서,최근 3년;3년 자료,3년,c4__3_6__report__item:4,,,source_json_comparative_candidate,true
act_00214,false,Department/risk values are operational candidates for review.,chg_00411,신설후보,3.6,직원 복지 및 업무 역량 개발,"총무처, 직원인사 담당부서",실적기간;증빙,true,보고서 주요 내용 항목 검토 및 준비: 직원 업무 역량 개발을 위한 요구 조사 및 만족도 조사 결과 활용 실적: 최근 3년 자료,1,high,report,c3__3_6__report__item:5,c4__3_6__report__item:5,needs_review,new_requirement_review,총무처,직원인사 담당부서,최근 3년;3년 자료,3년,c4__3_6__report__item:5,,,source_json_comparative_candidate,true
act_00215,true,Department/risk values are operational candidates for review.,chg_00417,변경,4.2,학생 심리상담 및 권익 보호,"학생상담센터, 인권센터, 장애학생지원센터",관련 규정·운영자료·실적자료 확인,true,보고서 주요 내용 항목 검토 및 준비: 학생 심리상담 관련 조직 및 예산 편성·집행 현황,1,high,report,c3__4_2__report__item:1,c4__4_2__report__item:1,needs_review,content_change_review,학생상담센터,인권센터;장애학생지원센터,,,c4__4_2__report__item:1,,,source_json_comparative_candidate,true
act_00216,true,Department/risk values are operational candidates for review.,chg_00418,변경,4.2,학생 심리상담 및 권익 보호,"학생상담센터, 인권센터, 장애학생지원센터",관련 규정·운영자료·실적자료 확인,true,"보고서 주요 내용 항목 검토 및 준비: 전문상담원 확보 현황(겸직, 공동, 협약, 위탁 포함)",1,high,report,c3__4_2__report__item:1.sub:001,c4__4_2__report__item:1.sub:001,needs_review,content_change_review,학생상담센터,인권센터;장애학생지원센터,,,c4__4_2__report__item:1.sub:001,,,source_json_comparative_candidate,true
act_00217,true,Department/risk values are operational candidates for review.,chg_00419,유지,4.2,학생 심리상담 및 권익 보호,"학생상담센터, 인권센터, 장애학생지원센터",실적기간;증빙,true,보고서 주요 내용 항목 검토 및 준비: 연도별 예산 확보 및 집행 실적: 최근 3년 자료,1,high,report,c3__4_2__report__item:1.sub:002,c4__4_2__report__item:1.sub:002,needs_review,metric_or_standard_update,학생상담센터,인권센터;장애학생지원센터,최근 3년;3년 자료,3년,c4__4_2__report__item:1.sub:002,,,source_json_comparative_candidate,true
act_00218,true,Department/risk values are operational candidates for review.,chg_00420,변경,4.2,학생 심리상담 및 권익 보호,"학생상담센터, 인권센터, 장애학생지원센터",관련 규정·운영자료·실적자료 확인,true,보고서 주요 내용 항목 검토 및 준비: 학생 심리상담 운영 실적,1,high,report,c3__4_2__report__item:2,c4__4_2__report__item:2,needs_review,content_change_review,학생상담센터,인권센터;장애학생지원센터,,,c4__4_2__report__item:2,,,source_json_comparative_candidate,true
act_00219,true,Department/risk values are operational candidates for review.,chg_00421,변경,4.2,학생 심리상담 및 권익 보호,"학생상담센터, 인권센터, 장애학생지원센터",실적기간;증빙,true,보고서 주요 내용 항목 검토 및 준비: 학생 심리상담 프로그램의 종류와 실적: 최근 3년 자료,1,high,report,c3__4_2__report__item:2.sub:001,c4__4_2__report__item:2.sub:001,needs_review,metric_or_standard_update,학생상담센터,인권센터;장애학생지원센터,최근 3년;3년 자료,3년,c4__4_2__report__item:2.sub:001,,,source_json_comparative_candidate,true
act_00220,true,Department/risk values are operational candidates for review.,chg_00422,변경,4.2,학생 심리상담 및 권익 보호,"학생상담센터, 인권센터, 장애학생지원센터",실적기간;증빙,true,보고서 주요 내용 항목 검토 및 준비: 학생 심리상담 만족도 조사 결과 및 개선 실적: 최근 3년 자료,1,high,report,c3__4_2__report__item:3,c4__4_2__report__item:3,needs_review,metric_or_standard_update,학생상담센터,인권센터;장애학생지원센터,최근 3년;3년 자료,3년,c4__4_2__report__item:3,,,source_json_comparative_candidate,true
act_00221,true,Department/risk values are operational candidates for review.,chg_00423,유지,4.2,학생 심리상담 및 권익 보호,"학생상담센터, 인권센터, 장애학생지원센터",증빙,true,보고서 주요 내용 항목 검토 및 준비: 학생 권익 보호를 위한 규정 및 체계,1,high,report,c3__4_3__report__item:1,c4__4_2__report__item:4,needs_review,evidence_preparation_update,학생상담센터,인권센터;장애학생지원센터,,,c4__4_2__report__item:4,,,source_json_comparative_candidate,true
act_00222,true,Department/risk values are operational candidates for review.,chg_00424,신설후보,4.2,학생 심리상담 및 권익 보호,"학생상담센터, 인권센터, 장애학생지원센터",증빙,true,"보고서 주요 내용 항목 검토 및 준비: 인권센터 규정, 인력 및 시설 포함",1,high,report,,c4__4_2__report__item:4.sub:001,needs_review,new_requirement_review,학생상담센터,인권센터;장애학생지원센터,,,c4__4_2__report__item:4.sub:001,,,source_json_single_side_review,true
act_00223,true,Department/risk values are operational candidates for review.,chg_00425,유지,4.2,학생 심리상담 및 권익 보호,"학생상담센터, 인권센터, 장애학생지원센터",실적기간;증빙,true,보고서 주요 내용 항목 검토 및 준비: 학생 권익 보호 활동 실적: 최근 3년 자료,1,high,report,c3__4_3__report__item:2,c4__4_2__report__item:5,needs_review,metric_or_standard_update,학생상담센터,인권센터;장애학생지원센터,최근 3년;3년 자료,3년,c4__4_2__report__item:5,,,source_json_comparative_candidate,true
