match_id,change_id,rank,candidate_direction,query_source_id,query_cycle,query_criterion,query_title,query_section_type,query_field_name,query_text,candidate_source_id,candidate_cycle,candidate_criterion,candidate_title,candidate_section_type,candidate_field_name,candidate_text,score,difflib_similarity,ngram_jaccard,token_overlap,section_match,field_match,criterion_mapping_match,match_reason,candidate_only_warning
gmatch_000402,chg_00259,2,c4_to_c3,c4__4_3__evidence__현지확인자료:003,4,4.3,진로 및 취·창업 지원,evidence,현지확인자료,"진로 및 취·창업 지원에 대한 만족도 조사 관련 자료(설문지, 분석 결과 등): 최근 3년 자료",c3__4_2__evidence__현지확인자료:002,3,4.2,학생 심리 및 진로 상담,evidence,현지확인자료,"학생상담에 대한 만족도 조사 관련 자료(설문지, 분석 결과, 개선 실적 등): 최근 3년 자료",0.768,0.765,0.524,0.579,true,true,true,difflib=0.765;ngram=0.524;token=0.579;same_section;same_field;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000403,chg_00259,3,c4_to_c3,c4__4_3__evidence__현지확인자료:003,4,4.3,진로 및 취·창업 지원,evidence,현지확인자료,"진로 및 취·창업 지원에 대한 만족도 조사 관련 자료(설문지, 분석 결과 등): 최근 3년 자료",c3__5_1__evidence__현지확인자료:002,3,5.1,성과관리,evidence,현지확인자료,"교육만족도 조사 관련 자료(설문지, 분석 결과, 결과 반영 등): 최근 3년 자료",0.646,0.730,0.475,0.500,true,true,false,difflib=0.730;ngram=0.475;token=0.500;same_section;same_field,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000404,chg_00259,4,c4_to_c3,c4__4_3__evidence__현지확인자료:003,4,4.3,진로 및 취·창업 지원,evidence,현지확인자료,"진로 및 취·창업 지원에 대한 만족도 조사 관련 자료(설문지, 분석 결과 등): 최근 3년 자료",c3__4_3__evidence__현지확인자료:006,3,4.3,학생 권익 보호 및 소수집단학생 지원,evidence,현지확인자료,"소수집단학생 대상 만족도 조사 관련 자료(설문지, 분석 결과, 개선 실적 등): 최근 3년 자료",0.642,0.696,0.413,0.500,true,true,false,difflib=0.696;ngram=0.413;token=0.500;same_section;same_field;same_criterion_number,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000405,chg_00259,5,c4_to_c3,c4__4_3__evidence__현지확인자료:003,4,4.3,진로 및 취·창업 지원,evidence,현지확인자료,"진로 및 취·창업 지원에 대한 만족도 조사 관련 자료(설문지, 분석 결과 등): 최근 3년 자료",c3__5_4__report__item:4,3,5.4,취·창업지원 및 성과,report,items,취·창업지원에 대한 만족도 조사 결과와 개선 실적: 최근 3년 자료,0.557,0.700,0.366,0.350,false,false,true,difflib=0.700;ngram=0.366;token=0.350;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000406,chg_00281,1,c3_to_c4,c3__4_4__evidence__정보공시:001,3,4.4,교육시설,evidence,정보공시,14-라. 교사(校舍)시설 확보 현황,c4__3_5__evidence__정보공시:001,4,3.5,직원 확보 및 인사,evidence,정보공시,14-사. 직원 현황,0.362,0.500,0.000,0.250,true,true,false,difflib=0.500;ngram=0.000;token=0.250;same_section;same_field,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000407,chg_00281,2,c3_to_c4,c3__4_4__evidence__정보공시:001,3,4.4,교육시설,evidence,정보공시,14-라. 교사(校舍)시설 확보 현황,c4__4_4__report__item:1,4,4.4,교육 시설,report,items,강의실 확보 현황,0.346,0.400,0.143,0.286,false,false,true,difflib=0.400;ngram=0.143;token=0.286;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000408,chg_00281,3,c3_to_c4,c3__4_4__evidence__정보공시:001,3,4.4,교육시설,evidence,정보공시,14-라. 교사(校舍)시설 확보 현황,c4__4_4__evidence__정보공시:001,4,4.4,교육 시설,evidence,정보공시,14-하-1. 실험·실습실 안전관리 현황,0.336,0.286,0.000,0.182,true,true,true,difflib=0.286;ngram=0.000;token=0.182;same_section;same_field;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000409,chg_00281,4,c3_to_c4,c3__4_4__evidence__정보공시:001,3,4.4,교육시설,evidence,정보공시,14-라. 교사(校舍)시설 확보 현황,c4__4_4__report__item:2,4,4.4,교육 시설,report,items,실험·실습실 확보 현황,0.319,0.364,0.125,0.250,false,false,true,difflib=0.364;ngram=0.125;token=0.250;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000410,chg_00281,5,c3_to_c4,c3__4_4__evidence__정보공시:001,3,4.4,교육시설,evidence,정보공시,14-라. 교사(校舍)시설 확보 현황,c4__4_5__evidence__정보공시:001,4,4.5,기숙사 및 학생 복지시설,evidence,정보공시,14-마-1. 기숙사 수용 현황,0.317,0.417,0.000,0.200,true,true,false,difflib=0.417;ngram=0.000;token=0.200;same_section;same_field,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000411,chg_00289,1,c4_to_c3,c4__4_5__evidence__현지확인자료:004,4,4.5,기숙사 및 학생 복지시설,evidence,현지확인자료,(기숙사 수용률(%) 택2 작성시) 기숙사 수용률 산출 근거 자료,c3__4_5__evidence__현지확인자료:001,3,4.5,기숙사 및 복지시설,evidence,현지확인자료,기숙사 부대시설 현황 자료,0.384,0.353,0.040,0.222,true,true,true,difflib=0.353;ngram=0.040;token=0.222;same_section;same_field;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000412,chg_00289,2,c4_to_c3,c4__4_5__evidence__현지확인자료:004,4,4.5,기숙사 및 학생 복지시설,evidence,현지확인자료,(기숙사 수용률(%) 택2 작성시) 기숙사 수용률 산출 근거 자료,c3__4_5__evidence__현지확인자료:003,3,4.5,기숙사 및 복지시설,evidence,현지확인자료,"기숙사 및 학생 복지시설 별 만족도 조사 결과 및 개선 실적(설문지, 분석 결과, 개선 실적 근거 자료 등): 최근 3년 자료",0.337,0.265,0.055,0.143,true,true,true,difflib=0.265;ngram=0.055;token=0.143;same_section;same_field;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000413,chg_00289,3,c4_to_c3,c4__4_5__evidence__현지확인자료:004,4,4.5,기숙사 및 학생 복지시설,evidence,현지확인자료,(기숙사 수용률(%) 택2 작성시) 기숙사 수용률 산출 근거 자료,c3__4_5__evidence__정보공시:001,3,4.5,기숙사 및 복지시설,evidence,정보공시,14-마-1. 기숙사 수용 현황,0.324,0.294,0.130,0.083,true,false,true,difflib=0.294;ngram=0.130;token=0.083;same_section;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000414,chg_00289,4,c4_to_c3,c4__4_5__evidence__현지확인자료:004,4,4.5,기숙사 및 학생 복지시설,evidence,현지확인자료,(기숙사 수용률(%) 택2 작성시) 기숙사 수용률 산출 근거 자료,c3__4_5__evidence__현지면담:001,3,4.5,기숙사 및 복지시설,evidence,현지면담,"기숙사 관장, 사감",0.291,0.267,0.048,0.111,true,false,true,difflib=0.267;ngram=0.048;token=0.111;same_section;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000415,chg_00289,5,c4_to_c3,c4__4_5__evidence__현지확인자료:004,4,4.5,기숙사 및 학생 복지시설,evidence,현지확인자료,(기숙사 수용률(%) 택2 작성시) 기숙사 수용률 산출 근거 자료,c3__4_5__checkpoints__item:1,3,4.5,기숙사 및 복지시설,checkpoints,items,기숙사 수용률이 기준값을 충족하고 있는가,0.289,0.341,0.138,0.091,false,false,true,difflib=0.341;ngram=0.138;token=0.091;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000416,chg_00293,1,c4_to_c3,c4__4_5__evidence__현지면담:004,4,4.5,기숙사 및 학생 복지시설,evidence,현지면담,기숙사,c3__4_5__evidence__시설방문:001,3,4.5,기숙사 및 복지시설,evidence,시설방문,기숙사,1.000,1.000,1.000,1.000,true,false,true,difflib=1.000;ngram=1.000;token=1.000;same_section;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000417,chg_00293,2,c4_to_c3,c4__4_5__evidence__현지면담:004,4,4.5,기숙사 및 학생 복지시설,evidence,현지면담,기숙사,c3__4_5__report__item:1,3,4.5,기숙사 및 복지시설,report,items,기숙사 현황,0.592,0.750,0.333,0.500,false,false,true,difflib=0.750;ngram=0.333;token=0.500;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000418,chg_00293,3,c4_to_c3,c4__4_5__evidence__현지면담:004,4,4.5,기숙사 및 학생 복지시설,evidence,현지면담,기숙사,c3__4_5__evidence__현지면담:001,3,4.5,기숙사 및 복지시설,evidence,현지면담,"기숙사 관장, 사감",0.560,0.600,0.200,0.333,true,true,true,difflib=0.600;ngram=0.200;token=0.333;same_section;same_field;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000419,chg_00293,4,c4_to_c3,c4__4_5__evidence__현지면담:004,4,4.5,기숙사 및 학생 복지시설,evidence,현지면담,기숙사,c3__4_5__evidence__현지면담:003,3,4.5,기숙사 및 복지시설,evidence,현지면담,학생(기숙사생 포함),0.475,0.545,0.167,0.000,true,true,true,difflib=0.545;ngram=0.167;token=0.000;same_section;same_field;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000420,chg_00293,5,c4_to_c3,c4__4_5__evidence__현지면담:004,4,4.5,기숙사 및 학생 복지시설,evidence,현지면담,기숙사,c3__4_5__evidence__현지확인자료:001,3,4.5,기숙사 및 복지시설,evidence,현지확인자료,기숙사 부대시설 현황 자료,0.404,0.429,0.111,0.250,true,false,true,difflib=0.429;ngram=0.111;token=0.250;same_section;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000421,chg_00294,1,c4_to_c3,c4__4_5__evidence__현지면담:005,4,4.5,기숙사 및 학생 복지시설,evidence,현지면담,학생 복지시설,c3__4_5__evidence__시설방문:002,3,4.5,기숙사 및 복지시설,evidence,시설방문,학생 복지시설,1.000,1.000,1.000,1.000,true,false,true,difflib=1.000;ngram=1.000;token=1.000;same_section;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000422,chg_00294,2,c4_to_c3,c4__4_5__evidence__현지면담:005,4,4.5,기숙사 및 학생 복지시설,evidence,현지면담,학생 복지시설,c3__4_5__report__item:2,3,4.5,기숙사 및 복지시설,report,items,학생 복지시설 현황,0.766,0.857,0.667,0.667,false,false,true,difflib=0.857;ngram=0.667;token=0.667;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000423,chg_00294,3,c4_to_c3,c4__4_5__evidence__현지면담:005,4,4.5,기숙사 및 학생 복지시설,evidence,현지면담,학생 복지시설,c3__4_5__evidence__현지확인자료:002.sub:002,3,4.5,기숙사 및 복지시설,evidence,현지확인자료,학생 복지시설 운영 관리대장,0.635,0.667,0.400,0.500,true,false,true,difflib=0.667;ngram=0.400;token=0.500;same_section;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000424,chg_00294,4,c4_to_c3,c4__4_5__evidence__현지면담:005,4,4.5,기숙사 및 학생 복지시설,evidence,현지면담,학생 복지시설,c3__4_5__evidence__제출자료_관련규정:001,3,4.5,기숙사 및 복지시설,evidence,제출자료_관련규정,학생 복지시설 운영 관련 규정,0.620,0.667,0.400,0.400,true,false,true,difflib=0.667;ngram=0.400;token=0.400;same_section;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000425,chg_00294,5,c4_to_c3,c4__4_5__evidence__현지면담:005,4,4.5,기숙사 및 학생 복지시설,evidence,현지면담,학생 복지시설,c3__4_5__evidence__현지면담:002,3,4.5,기숙사 및 복지시설,evidence,현지면담,학생 복지 담당자,0.580,0.615,0.286,0.250,true,true,true,difflib=0.615;ngram=0.286;token=0.250;same_section;same_field;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000426,chg_00303,1,c4_to_c3,c4__4_6__evidence__현지확인자료:007,4,4.6,도서관,evidence,현지확인자료,"《대학도서관 발전계획서》, 《대학도서관 평가결과보고서》",c3__4_6__evidence__현지확인자료:008,3,4.6,도서관,evidence,현지확인자료,《대학도서관 평가결과보고서》,0.774,0.706,0.588,0.667,true,true,true,difflib=0.706;ngram=0.588;token=0.667;same_section;same_field;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000427,chg_00303,2,c4_to_c3,c4__4_6__evidence__현지확인자료:007,4,4.6,도서관,evidence,현지확인자료,"《대학도서관 발전계획서》, 《대학도서관 평가결과보고서》",c3__4_6__evidence__현지확인자료:007,3,4.6,도서관,evidence,현지확인자료,《대학도서관 발전계획서》,0.702,0.625,0.471,0.667,true,true,true,difflib=0.625;ngram=0.471;token=0.667;same_section;same_field;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000428,chg_00303,3,c4_to_c3,c4__4_6__evidence__현지확인자료:007,4,4.6,도서관,evidence,현지확인자료,"《대학도서관 발전계획서》, 《대학도서관 평가결과보고서》",c3__1_2__evidence__현지확인자료:003,3,1.2,발전계획,evidence,현지확인자료,발전계획 평가결과와 반영 실적: 최근 3년 자료,0.316,0.390,0.133,0.000,true,true,false,difflib=0.390;ngram=0.133;token=0.000;same_section;same_field,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000429,chg_00303,4,c4_to_c3,c4__4_6__evidence__현지확인자료:007,4,4.6,도서관,evidence,현지확인자료,"《대학도서관 발전계획서》, 《대학도서관 평가결과보고서》",c3__4_6__evidence__현지확인자료:001,3,4.6,도서관,evidence,현지확인자료,"도서관 관리 현황 자료: 도서관 이용자 및 대출현황, 정보화시스템 관리 등",0.311,0.275,0.024,0.000,true,true,true,difflib=0.275;ngram=0.024;token=0.000;same_section;same_field;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000430,chg_00303,5,c4_to_c3,c4__4_6__evidence__현지확인자료:007,4,4.6,도서관,evidence,현지확인자료,"《대학도서관 발전계획서》, 《대학도서관 평가결과보고서》",c3__4_6__evidence__현지확인자료:003,3,4.6,도서관,evidence,현지확인자료,도서관 사서 자격 증빙자료: 관련 자격증 등,0.305,0.256,0.033,0.000,true,true,true,difflib=0.256;ngram=0.033;token=0.000;same_section;same_field;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000431,chg_00306,1,c3_to_c4,c3__4_6__evidence__현지확인자료:007,3,4.6,도서관,evidence,현지확인자료,《대학도서관 발전계획서》,c4__4_6__evidence__현지확인자료:007,4,4.6,도서관,evidence,현지확인자료,"《대학도서관 발전계획서》, 《대학도서관 평가결과보고서》",0.702,0.625,0.471,0.667,true,true,true,difflib=0.625;ngram=0.471;token=0.667;same_section;same_field;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000432,chg_00306,2,c3_to_c4,c3__4_6__evidence__현지확인자료:007,3,4.6,도서관,evidence,현지확인자료,《대학도서관 발전계획서》,c4__1_1__evidence__제출자료_첨부:002,4,1.1,교육목표 및 발전계획,evidence,제출자료_첨부,대학 중장기 발전계획서,0.482,0.700,0.231,0.250,true,false,false,difflib=0.700;ngram=0.231;token=0.250;same_section,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000433,chg_00306,3,c3_to_c4,c3__4_6__evidence__현지확인자료:007,3,4.6,도서관,evidence,현지확인자료,《대학도서관 발전계획서》,c4__1_4__evidence__제출자료_첨부:001,4,1.4,성과관리체계 구축 및 운영,evidence,제출자료_첨부,대학 중장기 발전계획서,0.482,0.700,0.231,0.250,true,false,false,difflib=0.700;ngram=0.231;token=0.250;same_section,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000434,chg_00306,4,c3_to_c4,c3__4_6__evidence__현지확인자료:007,3,4.6,도서관,evidence,현지확인자료,《대학도서관 발전계획서》,c4__4_6__evidence__시설방문:001,4,4.6,도서관,evidence,시설방문,중앙도서관,0.350,0.400,0.100,0.000,true,false,true,difflib=0.400;ngram=0.100;token=0.000;same_section;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000435,chg_00306,5,c3_to_c4,c3__4_6__evidence__현지확인자료:007,3,4.6,도서관,evidence,현지확인자료,《대학도서관 발전계획서》,c4__1_1__evidence__현지면담:003,4,1.1,교육목표 및 발전계획,evidence,현지면담,발전계획 담당자,0.326,0.471,0.182,0.000,true,false,false,difflib=0.471;ngram=0.182;token=0.000;same_section,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000436,chg_00309,1,c4_to_c3,c4__1_1__report__item:3,4,1.1,교육목표 및 발전계획,report,items,대학 중장기 발전계획의 수립과정 및 내용,c3__1_2__report__item:1,3,1.2,발전계획,report,items,대학 장단기 발전계획(특성화계획 포함)의 수립과정 및 내용: 최근 3년 자료,0.609,0.681,0.265,0.286,true,true,true,difflib=0.681;ngram=0.265;token=0.286;same_section;same_field;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000437,chg_00309,2,c4_to_c3,c4__1_1__report__item:3,4,1.1,교육목표 및 발전계획,report,items,대학 중장기 발전계획의 수립과정 및 내용,c3__1_2__checkpoints__item:1,3,1.2,발전계획,checkpoints,items,발전계획(특성화계획 포함)의 수립 과정 및 내용은 합리적인가,0.468,0.571,0.267,0.071,false,true,true,difflib=0.571;ngram=0.267;token=0.071;same_field;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000438,chg_00309,3,c4_to_c3,c4__1_1__report__item:3,4,1.1,교육목표 및 발전계획,report,items,대학 중장기 발전계획의 수립과정 및 내용,c3__1_2__report__item:2,3,1.2,발전계획,report,items,대학 장단기 발전계획(특성화계획 포함)의 추진 실적: 최근 3년 자료,0.398,0.409,0.081,0.062,true,true,true,difflib=0.409;ngram=0.081;token=0.062;same_section;same_field;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000439,chg_00309,4,c4_to_c3,c4__1_1__report__item:3,4,1.1,교육목표 및 발전계획,report,items,대학 중장기 발전계획의 수립과정 및 내용,c3__1_2__report__item:3,3,1.2,발전계획,report,items,대학 장단기 발전계획(특성화계획 포함)의 평가결과와 반영 실적: 최근 3년 자료,0.394,0.408,0.071,0.059,true,true,true,difflib=0.408;ngram=0.071;token=0.059;same_section;same_field;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000440,chg_00309,5,c4_to_c3,c4__1_1__report__item:3,4,1.1,교육목표 및 발전계획,report,items,대학 중장기 발전계획의 수립과정 및 내용,c3__1_2__checkpoints__item:1.sub:003,3,1.2,발전계획,checkpoints,sub_items,발전계획 내용,0.372,0.522,0.118,0.143,false,false,true,difflib=0.522;ngram=0.118;token=0.143;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000441,chg_00311,1,c3_to_c4,c3__1_1__report__item:3,3,1.1,교육목표 및 인재상,report,items,인재상에 부합하는 학생학습성과 관리 및 운영 체계,c4__1_5__report__item:3,4,1.5,교육성과,report,items,학생학습성과 관리 및 운영 실적: 최근 3년 자료,0.582,0.550,0.333,0.364,true,true,true,difflib=0.550;ngram=0.333;token=0.364;same_section;same_field;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000442,chg_00311,2,c3_to_c4,c3__1_1__report__item:3,3,1.1,교육목표 및 인재상,report,items,인재상에 부합하는 학생학습성과 관리 및 운영 체계,c4__1_5__evidence__현지확인자료:001,4,1.5,교육성과,evidence,현지확인자료,학생학습성과 관리 및 운영 체계 관련 자료: 최근 3년 자료,0.528,0.591,0.379,0.455,false,false,true,difflib=0.591;ngram=0.379;token=0.455;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000443,chg_00311,3,c3_to_c4,c3__1_1__report__item:3,3,1.1,교육목표 및 인재상,report,items,인재상에 부합하는 학생학습성과 관리 및 운영 체계,c4__1_5__checkpoints__item:3,4,1.5,교육성과,checkpoints,items,학생학습성과 제고를 위한 운영 실적 및 환류 체계는 적절한가,0.382,0.435,0.105,0.231,false,true,true,difflib=0.435;ngram=0.105;token=0.231;same_field;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000444,chg_00311,4,c3_to_c4,c3__1_1__report__item:3,3,1.1,교육목표 및 인재상,report,items,인재상에 부합하는 학생학습성과 관리 및 운영 체계,c4__1_5__notes__item:2,4,1.5,교육성과,notes,items,"학생학습성과는 대학의 교육이념과 교육목표에 근거하여 대학 스스로 설정한 각 인재상에 부합하는 학생역량을 의미하고, 학생역량 함양을 위한 교과 및 비교과 과정 운영 실적 중심으로 작성함",0.323,0.303,0.148,0.148,false,true,true,difflib=0.303;ngram=0.148;token=0.148;same_field;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000445,chg_00311,5,c3_to_c4,c3__1_1__report__item:3,3,1.1,교육목표 및 인재상,report,items,인재상에 부합하는 학생학습성과 관리 및 운영 체계,c4__1_4__report__item:1,4,1.4,성과관리체계 구축 및 운영,report,items,대학의 성과관리 체계 구축·운영 현황,0.322,0.389,0.067,0.182,true,true,false,difflib=0.389;ngram=0.067;token=0.182;same_section;same_field,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000446,chg_00312,1,c3_to_c4,c3__1_2__report__item:3,3,1.2,발전계획,report,items,대학 장단기 발전계획(특성화계획 포함)의 평가결과와 반영 실적: 최근 3년 자료,c4__1_1__report__item:4,4,1.1,교육목표 및 발전계획,report,items,대학 중장기 발전계획의 추진 실적: 최근 3년 자료,0.593,0.654,0.231,0.333,true,true,true,difflib=0.654;ngram=0.231;token=0.333;same_section;same_field;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000447,chg_00312,2,c3_to_c4,c3__1_2__report__item:3,3,1.2,발전계획,report,items,대학 장단기 발전계획(특성화계획 포함)의 평가결과와 반영 실적: 최근 3년 자료,c4__1_4__report__item:5,4,1.4,성과관리체계 구축 및 운영,report,items,대학 자체평가 결과 반영 개선 실적: 최근 3년 자료,0.497,0.615,0.200,0.400,true,true,false,difflib=0.615;ngram=0.200;token=0.400;same_section;same_field,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000448,chg_00312,3,c3_to_c4,c3__1_2__report__item:3,3,1.2,발전계획,report,items,대학 장단기 발전계획(특성화계획 포함)의 평가결과와 반영 실적: 최근 3년 자료,c4__1_4__report__item:3,4,1.4,성과관리체계 구축 및 운영,report,items,대학 중장기 발전계획과 연계한 성과평가 환류 실적: 최근 3년 자료,0.493,0.644,0.196,0.294,true,true,false,difflib=0.644;ngram=0.196;token=0.294;same_section;same_field,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000449,chg_00312,4,c3_to_c4,c3__1_2__report__item:3,3,1.2,발전계획,report,items,대학 장단기 발전계획(특성화계획 포함)의 평가결과와 반영 실적: 최근 3년 자료,c4__1_2__report__item:4,4,1.2,거버넌스와 감사,report,items,감사 결과 반영 실적: 최근 3년 자료,0.489,0.522,0.235,0.357,true,true,false,difflib=0.522;ngram=0.235;token=0.357;same_section;same_field;same_criterion_number,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000450,chg_00312,5,c3_to_c4,c3__1_2__report__item:3,3,1.2,발전계획,report,items,대학 장단기 발전계획(특성화계획 포함)의 평가결과와 반영 실적: 최근 3년 자료,c4__1_4__evidence__현지확인자료:001,4,1.4,성과관리체계 구축 및 운영,evidence,현지확인자료,대학 중장기 발전계획 성과평가 결과와 환류 실적: 최근 3년 자료,0.483,0.759,0.286,0.375,false,false,false,difflib=0.759;ngram=0.286;token=0.375,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000451,chg_00319,1,c3_to_c4,c3__1_3__report__item:3,3,1.3,거버넌스,report,items,대학 구성원 참여와 소통에 대한 개선 실적: 최근 3년 자료,c4__1_2__report__item:2,4,1.2,거버넌스와 감사,report,items,대학 구성원 참여와 소통을 위한 체계 및 추진과 환류실적: 최근 3년 자료,0.689,0.731,0.412,0.375,true,true,true,difflib=0.731;ngram=0.412;token=0.375;same_section;same_field;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000452,chg_00319,2,c3_to_c4,c3__1_3__report__item:3,3,1.3,거버넌스,report,items,대학 구성원 참여와 소통에 대한 개선 실적: 최근 3년 자료,c4__1_2__evidence__현지확인자료:002,4,1.2,거버넌스와 감사,evidence,현지확인자료,대학 구성원 참여 및 소통 체계 자료: 최근 3년 자료,0.538,0.698,0.300,0.357,false,false,true,difflib=0.698;ngram=0.300;token=0.357;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000453,chg_00319,3,c3_to_c4,c3__1_3__report__item:3,3,1.3,거버넌스,report,items,대학 구성원 참여와 소통에 대한 개선 실적: 최근 3년 자료,c4__1_2__checkpoints__item:2.sub:002,4,1.2,거버넌스와 감사,checkpoints,sub_items,대학 구성원 참여와 소통 추진 실적,0.518,0.649,0.320,0.333,false,false,true,difflib=0.649;ngram=0.320;token=0.333;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000454,chg_00319,4,c3_to_c4,c3__1_3__report__item:3,3,1.3,거버넌스,report,items,대학 구성원 참여와 소통에 대한 개선 실적: 최근 3년 자료,c4__1_2__checkpoints__item:2.sub:003,4,1.2,거버넌스와 감사,checkpoints,sub_items,대학 구성원 참여와 소통 환류 실적,0.518,0.649,0.320,0.333,false,false,true,difflib=0.649;ngram=0.320;token=0.333;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000455,chg_00319,5,c3_to_c4,c3__1_3__report__item:3,3,1.3,거버넌스,report,items,대학 구성원 참여와 소통에 대한 개선 실적: 최근 3년 자료,c4__1_2__evidence__현지확인자료:003,4,1.2,거버넌스와 감사,evidence,현지확인자료,대학 구성원 참여 및 소통 추진 실적 과 환류 실적 자료: 최근 3년 자료,0.515,0.680,0.243,0.375,false,false,true,difflib=0.680;ngram=0.243;token=0.375;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000456,chg_00322,1,c4_to_c3,c4__1_3__report__item:3,4,1.3,재정 확보 및 집행,report,items,"법인 책무성(사립대학): 최근 3년 자료, 최근 3년간 평균 【양식 1.3-3】, 【양식 1.3-4】, 【양식 1.3-5】 중 택1",c3__1_4__report__item:3,3,1.4,재정 확보,report,items,"세입 중 법인전입금 비율(사립대): 최근 3년 자료, 최근 3년간 평균(기준값: 0.4%)",0.532,0.535,0.204,0.333,true,true,true,difflib=0.535;ngram=0.204;token=0.333;same_section;same_field;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
gmatch_000457,chg_00322,2,c4_to_c3,c4__1_3__report__item:3,4,1.3,재정 확보 및 집행,report,items,"법인 책무성(사립대학): 최근 3년 자료, 최근 3년간 평균 【양식 1.3-3】, 【양식 1.3-4】, 【양식 1.3-5】 중 택1",c3__1_4__report__item:2,3,1.4,재정 확보,report,items,"세입 중 기부금 비율: 최근 3년 자료, 최근 3년간 평균(기준값: 0.5%)",0.483,0.424,0.200,0.350,true,true,true,difflib=0.424;ngram=0.200;token=0.350;same_section;same_field;criterion_mapping_candidate,Global matching is heuristic and must be reviewed before accreditation judgment.
