candidate_id,candidate_type,verification_status,candidate_only_warning,section_type,section_label,source_file,source_file_date,input_index,json_path,source_id,ai_group_id,ai_theme,ai_mapping_type,ai_mapping_note,cycle4_criterion,cycle4_title,cycle_context,criterion_context,title_context
cand_00094,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,9,cycle_3[0].현지확인자료[1].mapping_note,c3__2_3__evidence__현지확인자료:002,,,,4주기에서 표현 변경: '전공실험・실습・실기 과목 수업자료 및 수업계획서(계열을 고려하여 3~4개)' → '전공실험·실습·실기·설계 과목 수업자료 및 수업계획서(계열을 고려하여 3∼4개)',,,3,2.3,전공교육과정
cand_00095,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,9,cycle_3[0].현지확인자료[2].mapping_note,c3__2_3__evidence__현지확인자료:003,,,,4주기에서 표현 변경: '전공실험・실습・실기 수업 조교 지원 현황' → '전공실험·실습·실기·설계 수업 조교 현황',,,3,2.3,전공교육과정
cand_00096,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,9,cycle_3[0].현지확인자료[3].mapping_note,c3__2_3__evidence__현지확인자료:004,,,,4주기에서 삭제됨,,,3,2.3,전공교육과정
cand_00097,group_metadata,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,10,$,,10,학사관리,유지 (1:1),"준거번호 및 근거자료 항목 동일. '수업계획서 입력, 성적 처리' → '수업계획서 입력, 성적처리' 띄어쓰기 변경.",2.4,학사관리,,,
cand_00098,group_metadata,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,11,$,,11,수업,유지·확장 (1:1),"준거번호 유지. 4주기에서 정보공시 항목 신설(6-가-1. 전체 교원 대비 전임교원 현황, 12-나-2. 교원 강의 담당 비율). 관련 규정에 '전임교원 강의담당 관련 규정'과 '원격 수업 관련 규정' 신설.",2.5,수업,,,
cand_00099,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,11,cycle_4.정보공시[0].mapping_note,c4__2_5__evidence__정보공시:001,,,,4주기 신규 추가,,,4,2.5,수업
cand_00100,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,11,cycle_4.정보공시[1].mapping_note,c4__2_5__evidence__정보공시:002,,,,4주기 신규 추가,,,4,2.5,수업
cand_00101,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,11,cycle_4.제출자료_관련규정[1].mapping_note,c4__2_5__evidence__제출자료_관련규정:002,,,,4주기 신규 추가,,,4,2.5,수업
cand_00102,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,11,cycle_4.제출자료_관련규정[2].mapping_note,c4__2_5__evidence__제출자료_관련규정:003,,,,4주기 신규 추가,,,4,2.5,수업
cand_00103,group_metadata,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,12,$,,12,교수-학습 지원,유지 (1:1),준거번호 및 근거자료 항목 동일.,2.6,교수-학습 지원,,,
cand_00104,group_metadata,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,13,$,,13,교원 확보 및 구성,유지·확장 (1:1),"준거번호 유지. 4주기에서 정보공시 '6-가. 전체 교원 대비 전임교원 현황' 신설. 현지확인자료 확장: '교원 채용' → '교원 임용' 용어 변경, '교원 임용정책 관련 문서', '교원의 유형별 담당 업무 관련 자료', '전임교원 정년/비정년 교원 목록' 신설. 현지면담 대상 변경·확장: 3주기 '최근 2년 이내 임용 교수' → 4주기 '최근 3년 이내 임용 교수, 특별임용 교수, 유형별 전임교원, 겸임 및 초빙교원 등'.",3.1,교원 확보 및 구성,,,
cand_00105,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,13,cycle_4.정보공시[0].mapping_note,c4__3_1__evidence__정보공시:001,,,,4주기 신규 추가,,,4,3.1,교원 확보 및 구성
cand_00106,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,13,cycle_4.현지확인자료[1].mapping_note,c4__3_1__evidence__현지확인자료:002,,,,4주기 신규 추가,,,4,3.1,교원 확보 및 구성
cand_00107,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,13,cycle_4.현지확인자료[2].mapping_note,c4__3_1__evidence__현지확인자료:003,,,,4주기 신규 추가,,,4,3.1,교원 확보 및 구성
cand_00108,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,13,cycle_4.현지확인자료[3].mapping_note,c4__3_1__evidence__현지확인자료:004,,,,4주기 신규 추가,,,4,3.1,교원 확보 및 구성
cand_00109,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,13,cycle_4.현지면담[0].mapping_note,c4__3_1__evidence__현지면담:001,,,,"3주기 3.1의 '교수(최근 2년 이내 임용 교수, 산학협력교수, 기타 특별임용교수 등)'에서 변경됨 (기간 2→3년, 유형 세분화·확장)",,,4,3.1,교원 확보 및 구성
cand_00110,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,13,cycle_3[0].현지확인자료[0].mapping_note,c3__3_1__evidence__현지확인자료:001,,,,"4주기에서 표현 변경: '교원 채용 관련 자료(공고문, 관련 결재 서류, 회의 자료 등): 최근 3년 자료' → '교원 임용 관련 문서(공고문, 관련 결재 서류, 회의자료 등): 최근 3년 자료'",,,3,3.1,교원 확보
cand_00111,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,13,cycle_3[0].현지면담[0].mapping_note,c3__3_1__evidence__현지면담:001,,,,"4주기 3.1에서 '최근 3년 이내 임용 교수, 특별임용 교수, 유형별 전임교원, 겸임 및 초빙교원 등'으로 변경됨 (기간 2→3년, 유형 세분화·확장)",,,3,3.1,교원 확보
cand_00112,group_metadata,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,14,$,,14,교원 인사 및 업적평가,유지 (1:1),준거번호 및 근거자료 항목 동일.,3.2,교원 인사 및 업적평가,,,
cand_00113,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,14,cycle_3[0].현지확인자료[1].mapping_note,c3__3_2__evidence__현지확인자료:002,,,,4주기에서 표현 변경: '교수업적평가 실시 및 결과 활용 관련 문서: 최근 3년 자료' → '교원업적평가 실시 및 결과 활용 관련 문서: 최근 3년 자료',,,3,3.2,교원 인사 및 업적평가
cand_00114,group_metadata,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,15,$,,15,교원 처우 및 복지,유지 (1:1),준거번호 및 근거자료 항목 동일. '교원 복지프로그램' → '교원 복지제도' 용어 변경. 시설방문의 '강사 대기실'은 독립 섹션으로 유지.,3.3,교원 처우 및 복지,,,
cand_00115,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,15,cycle_3[0].현지확인자료[1].mapping_note,c3__3_3__evidence__현지확인자료:002,,,,4주기에서 표현 변경: '교원 복지프로그램 운영 실적: 최근 3년 자료' → '교원 복지제도 운영 실적: 최근 3년 자료',,,3,3.3,교원 처우 및 복지
cand_00116,group_metadata,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,16,$,,16,교원의 연구활동 및 성과,통합·이동 (N:1),"3주기 3.4(교원의 교육 및 연구 활동 지원)와 5.3(연구성과)이 4주기 3.4(교원의 연구활동 및 성과)로 통합됨. 4주기에서 정보공시 '7-가. 전임교원의 연구 실적' 신설. '연구윤리 규정'이 관련 규정으로 신설. 3주기 3.4의 '교육지원인력 관련 규정', '교원 교육 역량 개발 실적 근거 자료', '학과(전공)별 교육지원인력 현황자료' 삭제.",3.4,교원의 연구활동 및 성과,,,
cand_00117,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,16,cycle_4.제출자료_관련규정[2].mapping_note,c4__3_4__evidence__제출자료_관련규정:003,,,,4주기 신규 추가,,,4,3.4,교원의 연구활동 및 성과
cand_00118,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,16,cycle_3[0].정보공시[0].mapping_note,c3__3_4__evidence__정보공시:001,,,,4주기에서 삭제됨,,,3,3.4,교원의 교육 및 연구 활동 지원
cand_00119,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,16,cycle_3[0].제출자료_관련규정[2].mapping_note,c3__3_4__evidence__제출자료_관련규정:003,,,,4주기에서 삭제됨,,,3,3.4,교원의 교육 및 연구 활동 지원
cand_00120,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,16,cycle_3[0].현지확인자료[0].mapping_note,c3__3_4__evidence__현지확인자료:001,,,,4주기에서 삭제됨,,,3,3.4,교원의 교육 및 연구 활동 지원
cand_00121,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,16,cycle_3[0].현지확인자료[2].mapping_note,c3__3_4__evidence__현지확인자료:003,,,,4주기에서 삭제됨,,,3,3.4,교원의 교육 및 연구 활동 지원
cand_00122,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,16,cycle_3[1].현지확인자료[0].mapping_note,c3__5_3__evidence__현지확인자료:001,,,,"4주기에서 표현 변경: '대학별 연구윤리 규정, 연구윤리위원회 구성 및 운영 실적, 전임교원・대학원생 대상 연구윤리 교육 이수 실적: 최근 3년 자료' → '연구윤리위원회 구성 및 운영 실적, 연구윤리 교육 이수 실적: 최근 3년 자료'",,,3,5.3,연구성과
cand_00123,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,16,cycle_3[1].현지면담[0].mapping_note,c3__5_3__evidence__현지면담:001,,,,4주기에서 표현 변경: '연구윤리 담당자 면담' → '연구윤리 담당자',,,3,5.3,연구성과
cand_00124,group_metadata,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,17,$,,17,직원 확보 및 인사,유지·확장 (1:1),준거번호 유지. 4주기에서 첨부자료 '직원 1인당 학생 수 산출 증빙자료' 신설. '직원 채용 관련 자료' → '직원 채용 관련 문서' 용어 변경. 현지확인자료에 '직원 승진 및 재임용 관련 문서: 최근 3년 자료' 신설.,3.5,직원 확보 및 인사,,,
cand_00125,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,17,cycle_4.제출자료_첨부[0].mapping_note,c4__3_5__evidence__제출자료_첨부:001,,,,4주기 신규 추가,,,4,3.5,직원 확보 및 인사
cand_00126,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,17,cycle_4.현지확인자료[3].mapping_note,c4__3_5__evidence__현지확인자료:004,,,,4주기 신규 추가,,,4,3.5,직원 확보 및 인사
cand_00127,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,17,cycle_3[0].현지확인자료[0].mapping_note,c3__3_5__evidence__현지확인자료:001,,,,"4주기에서 표현 변경: '직원 채용 관련 자료(공고문, 관련 결재 서류, 회의 자료 등): 최근 3년 자료' → '직원 채용 관련 문서(공고문, 관련 결재 서류, 회의자료 등): 최근 3년 자료'",,,3,3.5,직원 확보 및 인사
cand_00128,group_metadata,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,18,$,,18,직원 복지 및 업무 역량 개발,유지 (1:1),"준거번호 유지. '복지 프로그램' → '직원 복지제도', '교내·외 프로그램 참여 현황' → '교내·외 프로그램 운영 실적', '만족도 조사 자료' → '요구 조사 및 만족도 조사 관련 문서'로 표현 변경.",3.6,직원 복지 및 업무 역량 개발,,,
cand_00129,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,18,cycle_4.현지확인자료[1].mapping_note,c4__3_6__evidence__현지확인자료:002,,,,3주기 3.6의 '복지 프로그램 운영 실적: 최근 3년 자료'에서 변경됨 ('복지 프로그램' → '직원 복지제도'로 명칭 변경),,,4,3.6,직원 복지 및 업무 역량 개발
cand_00130,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,18,cycle_4.현지확인자료[3].mapping_note,c4__3_6__evidence__현지확인자료:004,,,,"3주기 3.6의 '직원 업무 역량 개발을 위한 교내 프로그램 만족도 조사 자료'에서 변경됨 (요구 조사 추가, '교내 프로그램' 문구 삭제, 범위 확장)",,,4,3.6,직원 복지 및 업무 역량 개발
cand_00131,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,18,cycle_3[0].현지확인자료[1].mapping_note,c3__3_6__evidence__현지확인자료:002,,,,4주기 3.6에서 '직원 복지제도 운영 실적: 최근 3년 자료'로 변경됨 ('복지 프로그램' → '직원 복지제도'로 명칭 변경),,,3,3.6,직원 복지 및 역량 개발
cand_00132,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,18,cycle_3[0].현지확인자료[2].mapping_note,c3__3_6__evidence__현지확인자료:003,,,,4주기에서 표현 변경: '직원 업무 역량 개발을 위한 계획 및 교내・외 프로그램 참여 현황: 최근 3년 자료' → '직원 업무 역량 개발을 위한 기본계획 및 교내·외 프로그램 운영 실적: 최근 3년 자료',,,3,3.6,직원 복지 및 역량 개발
cand_00133,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,18,cycle_3[0].현지확인자료[3].mapping_note,c3__3_6__evidence__현지확인자료:004,,,,"4주기 3.6에서 '직원 업무 역량 개발을 위한 요구 조사 및 만족도 조사 관련 문서: 최근 3년 자료'로 변경됨 (요구 조사 추가, '교내 프로그램' 문구 삭제, 범위 확장)",,,3,3.6,직원 복지 및 역량 개발
cand_00134,group_metadata,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,19,$,,19,장학 제도 및 학생 자치활동 지원,유지 (1:1),준거번호 및 근거자료 항목 동일. '학생자치활동' → '학생 자치활동' 띄어쓰기 변경.,4.1,장학 제도 및 학생 자치활동 지원,,,
cand_00135,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,19,cycle_3[0].현지확인자료[1].mapping_note,c3__4_1__evidence__현지확인자료:002,,,,4주기에서 표현 변경: '학교행사 안전관리 이행 자료(「대학생 집단연수 운영 안전 확보 매뉴얼」준수 실적): 최근 3년 자료' → '학교행사 안전관리 이행 자료(「대학생 집단연수 운영 안전 확보 매뉴얼」 준수 실적): 최근 3년 자료',,,3,4.1,장학 제도 및 학생 자치활동 지원
cand_00136,group_metadata,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,20,$,,20,학생 심리상담 및 권익 보호,통합·분리 (N:1),"3주기 4.2(학생 심리 및 진로 상담)와 3주기 4.3(학생 권익 보호 및 소수집단학생 지원)이 4주기 4.2로 통합됨. 단, 보고서 주요 내용 수준에서 3주기 4.2의 '진로상담' 부분은 4주기 4.3으로 분리되나, 근거자료는 상담 관련 항목이 심리/진로로 구분되지 않아 전체가 group 20에 포함됨. 4주기에서 '인권센터 관련 규정' 신설, 현지면담에 '인권센터장, 인권센터 인력' 추가, 시설방문에 '인권센터' 신설.",4.2,학생 심리상담 및 권익 보호,,,
cand_00137,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,20,cycle_4.제출자료_관련규정[1].mapping_note,c4__4_2__evidence__제출자료_관련규정:002,,,,3주기 4.3의 '학생 권익 보호 관련 규정'에서 변경됨 (인권센터 관련 규정 포함 명시),,,4,4.2,학생 심리상담 및 권익 보호
cand_00138,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,20,cycle_4.현지확인자료[5].mapping_note,c4__4_2__evidence__현지확인자료:006,,,,"3주기 4.3의 '장애대학생 교육복지지원 실태평가 보고서'에서 명칭 변경됨 (실태평가→실태 조사, 기관 명칭 변경 반영)",,,4,4.2,학생 심리상담 및 권익 보호
cand_00139,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,20,cycle_4.현지면담[2].mapping_note,c4__4_2__evidence__현지면담:003,,,,4주기 신규 추가,,,4,4.2,학생 심리상담 및 권익 보호
cand_00140,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,20,cycle_4.시설방문[2].mapping_note,c4__4_2__evidence__시설방문:003,,,,4주기 신규 추가,,,4,4.2,학생 심리상담 및 권익 보호
cand_00141,cycle_partial_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,20,cycle_3[0].partial_mapping_note,,,,,3주기 4.2는 상담 근거자료가 심리/진로로 분리되지 않음. 보고서 주요 내용상 '진로상담 부분'은 group 21로 이동되나 근거자료는 group 20에 일괄 포함됨.,,,3,4.2,학생 심리 및 진로 상담
cand_00142,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,20,cycle_3[0].제출자료_관련규정[0].mapping_note,c3__4_2__evidence__제출자료_관련규정:001,,,,4주기에서 표현 변경: '학생상담 및 지도에 관한 규정' → '학생 심리상담 및 지도에 관한 규정',,,3,4.2,학생 심리 및 진로 상담
cand_00143,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,20,cycle_3[0].현지확인자료[0].mapping_note,c3__4_2__evidence__현지확인자료:001,,,,4주기에서 표현 변경: '학생상담 실적에 대한 근거 자료(상담 실적자료 구축 및 DB관리): 최근 3년 자료' → '학생 심리상담 실적에 대한 근거 자료(심리상담 실적자료 구축 및 DB 관리): 최근 3년 자료',,,3,4.2,학생 심리 및 진로 상담
cand_00144,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,20,cycle_3[0].현지확인자료[1].mapping_note,c3__4_2__evidence__현지확인자료:002,,,,"4주기에서 표현 변경: '학생상담에 대한 만족도 조사 관련 자료(설문지, 분석 결과, 개선 실적 등): 최근 3년 자료' → '학생 심리상담에 대한 만족도 조사 관련 자료(설문지, 분석 결과, 개선 실적 등): 최근 3년 자료'",,,3,4.2,학생 심리 및 진로 상담
cand_00145,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,20,cycle_3[1].정보공시[0].mapping_note,c3__4_3__evidence__정보공시:001,,,,4주기에서 표현 변경: '14-카. 장애학생지원체계 구축 및 운영 현황' → '14-카. 장애학생지원체제 구축 및 운영 현황',,,3,4.3,학생 권익 보호 및 소수집단학생 지원
cand_00146,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,20,cycle_3[1].제출자료_관련규정[0].mapping_note,c3__4_3__evidence__제출자료_관련규정:001,,,,4주기 4.2에서 '학생 권익 보호 관련 규정(인권센터 관련 규정 포함)'으로 변경됨 (인권센터 관련 규정 포함 명시),,,3,4.3,학생 권익 보호 및 소수집단학생 지원
cand_00147,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,20,cycle_3[1].현지확인자료[1].mapping_note,c3__4_3__evidence__현지확인자료:002,,,,"4주기 4.2에서 '<장애대학생 교육복지지원 실태 조사> 보고서'로 명칭 변경됨 (실태평가→실태 조사, 기관 명칭 변경 반영)",,,3,4.3,학생 권익 보호 및 소수집단학생 지원
cand_00148,group_metadata,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,21,$,,21,진로 및 취·창업 지원,이동·확장 (1:1),"4주기 4.3은 3주기 5.4(취·창업지원 및 성과)의 지원체계 부분에서 이동. '취·창업'에서 '진로 및 취·창업'으로 범위 확대됨. 4주기에서 '진로 및 취·창업 지원 전문 인력 확보 증빙자료' 신설. 3주기 5.4 정보공시 '5-다. 졸업생의 취업 현황'은 4주기 1.5(교육성과)로 이동. 보고서 주요 내용상 3주기 4.2 '진로상담 부분'도 4주기 4.3으로 통합되나, 근거자료는 group 20에 일괄 포함됨.",4.3,진로 및 취·창업 지원,,,
cand_00149,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,21,cycle_4.현지확인자료[0].mapping_note,c4__4_3__evidence__현지확인자료:001,,,,4주기 신규 추가,,,4,4.3,진로 및 취·창업 지원
cand_00150,cycle_partial_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,21,cycle_3[0].partial_mapping_note,,,,,3주기 5.4 중 정보공시 '5-다. 졸업생의 취업 현황'을 제외한 나머지(제출자료·현지확인자료·현지면담·시설방문)가 4주기 4.3으로 이동. 정보공시는 group 5(교육성과)로.,,,3,5.4,취･창업지원 및 성과
cand_00151,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,21,cycle_3[0].현지확인자료[0].mapping_note,c3__5_4__evidence__현지확인자료:001,,,,4주기에서 표현 변경: '취·창업지원 실적에 대한 근거 자료: 최근 3년 자료' → '진로 및 취·창업 지원 실적에 대한 근거 자료: 최근 3년 자료',,,3,5.4,취･창업지원 및 성과
cand_00152,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,21,cycle_3[0].현지확인자료[1].mapping_note,c3__5_4__evidence__현지확인자료:002,,,,"4주기에서 표현 변경: '취·창업지원에 대한 만족도 조사 관련 자료(설문지, 분석 결과 등): 최근 3년 자료' → '진로 및 취·창업 지원에 대한 만족도 조사 관련 자료(설문지, 분석 결과 등): 최근 3년 자료'",,,3,5.4,취･창업지원 및 성과
cand_00153,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,evidence,근거자료,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2026-04-20,21,cycle_3[0].현지확인자료[2].mapping_note,c3__5_4__evidence__현지확인자료:003,,,,"4주기에서 표현 변경: '취·창업 관련 프로그램 운영 관련 자료(참여자(수료자) 현황, 예산 집행, 기타): 최근 3년 자료' → '진로 및 취·창업 관련 프로그램 운영 관련 자료(참여자(수료자) 현황, 예산 집행, 기타): 최근 3년 자료'",,,3,5.4,취･창업지원 및 성과
