checklist_id,action_id,change_id,cycle4_criterion,cycle4_title,section_type,field_or_focus,primary_department,support_departments,data_period,metric_or_threshold,evidence_link,official_confirmation_needed,preparation_task
evidence_00122,act_00122,chg_00248,4.2,학생 심리상담 및 권익 보호,evidence,실적기간;증빙,학생상담센터,인권센터;장애학생지원센터,최근 3년;3년 자료,3년,c4__4_2__evidence__현지확인자료:007,true,근거자료 항목 검토 및 준비: 소수집단학생 지원 프로그램 운영 실적: 최근 3년 자료
evidence_00123,act_00123,chg_00249,4.2,학생 심리상담 및 권익 보호,evidence,증빙,학생상담센터,인권센터;장애학생지원센터,,,c4__4_2__evidence__현지확인자료:008,true,근거자료 항목 검토 및 준비: 특별전형 모집 요강
evidence_00124,act_00124,chg_00250,4.2,학생 심리상담 및 권익 보호,evidence,실적기간;증빙,학생상담센터,인권센터;장애학생지원센터,최근 3년;3년 자료,3년,c4__4_2__evidence__현지확인자료:009,true,"근거자료 항목 검토 및 준비: 소수집단학생 대상 만족도 조사 관련 자료(설문지, 분석 결과, 개선 실적 등): 최근 3년 자료"
evidence_00125,act_00125,chg_00251,4.2,학생 심리상담 및 권익 보호,evidence,면담;증빙,학생상담센터,인권센터;장애학생지원센터,,,c4__4_2__evidence__현지면담:001,true,"근거자료 항목 검토 및 준비: 학생상담센터장, 전문상담원"
evidence_00126,act_00126,chg_00252,4.2,학생 심리상담 및 권익 보호,evidence,면담;증빙,학생상담센터,인권센터;장애학생지원센터,,,c4__4_2__evidence__현지면담:002,true,근거자료 항목 검토 및 준비: 학생상담센터 이용 학생
evidence_00127,act_00127,chg_00253,4.2,학생 심리상담 및 권익 보호,evidence,면담;증빙,학생상담센터,인권센터;장애학생지원센터,,,c4__4_2__evidence__현지면담:003,true,"근거자료 항목 검토 및 준비: 인권센터장, 인권센터 인력"
evidence_00128,act_00128,chg_00254,4.2,학생 심리상담 및 권익 보호,evidence,시설방문;증빙,학생상담센터,인권센터;장애학생지원센터,,,c4__4_2__evidence__시설방문:001,true,근거자료 항목 검토 및 준비: 학생상담센터
evidence_00129,act_00129,chg_00255,4.2,학생 심리상담 및 권익 보호,evidence,시설방문;증빙,학생상담센터,인권센터;장애학생지원센터,,,c4__4_2__evidence__시설방문:002,true,근거자료 항목 검토 및 준비: 장애학생지원센터
evidence_00130,act_00130,chg_00256,4.2,학생 심리상담 및 권익 보호,evidence,시설방문;증빙,학생상담센터,인권센터;장애학생지원센터,,,c4__4_2__evidence__시설방문:003,true,근거자료 항목 검토 및 준비: 인권센터
evidence_00131,act_00131,chg_00257,4.3,진로 및 취·창업 지원,evidence,실적기간;증빙,진로·취창업지원센터,,최근 3년;3년 자료,3년,c4__4_3__evidence__현지확인자료:001,true,근거자료 항목 검토 및 준비: 진로 및 취·창업 지원 전문 인력 확보 증빙자료 : 최근 3년 자료
evidence_00132,act_00132,chg_00258,4.3,진로 및 취·창업 지원,evidence,실적기간;증빙,진로·취창업지원센터,,최근 3년;3년 자료,3년,c4__4_3__evidence__현지확인자료:002,true,근거자료 항목 검토 및 준비: 진로 및 취·창업 지원 실적에 대한 근거 자료: 최근 3년 자료
evidence_00133,act_00133,chg_00259,4.3,진로 및 취·창업 지원,evidence,실적기간;증빙,진로·취창업지원센터,,최근 3년;3년 자료,3년,c4__4_3__evidence__현지확인자료:003,true,"근거자료 항목 검토 및 준비: 진로 및 취·창업 지원에 대한 만족도 조사 관련 자료(설문지, 분석 결과 등): 최근 3년 자료"
evidence_00134,act_00134,chg_00260,4.3,진로 및 취·창업 지원,evidence,실적기간;증빙,진로·취창업지원센터,,최근 3년;3년 자료,3년,c4__4_3__evidence__현지확인자료:004,true,"근거자료 항목 검토 및 준비: 진로 및 취·창업 관련 프로그램 운영 관련 자료(참여자(수료자) 현황, 예산 집행, 기타): 최근 3년 자료"
evidence_00135,act_00135,chg_00261,4.3,진로 및 취·창업 지원,evidence,실적기간;증빙,진로·취창업지원센터,,최근 3년;3년 자료,3년,c4__4_3__evidence__현지확인자료:005,true,"근거자료 항목 검토 및 준비: 진로 및 취·창업 관련 교과목이 개설된 것을 입증할 수 있는 편람(표지, 해당 페이지, 강의계획서, 출석부 및 기타 근거 자료),교과과정: 최근 3년 자료"
evidence_00136,act_00136,chg_00262,4.3,진로 및 취·창업 지원,evidence,면담;증빙,진로·취창업지원센터,,,,c4__4_3__evidence__현지면담:001,true,근거자료 항목 검토 및 준비: 취·창업지원센터 센터장 또는 담당자
evidence_00137,act_00137,chg_00263,4.3,진로 및 취·창업 지원,evidence,면담;증빙,진로·취창업지원센터,,,,c4__4_3__evidence__현지면담:002,true,근거자료 항목 검토 및 준비: 취·창업지원센터 이용 학생
evidence_00138,act_00138,chg_00264,4.3,진로 및 취·창업 지원,evidence,시설방문;증빙,진로·취창업지원센터,,,,c4__4_3__evidence__시설방문:001,true,근거자료 항목 검토 및 준비: 취·창업지원센터
evidence_00139,act_00139,chg_00273,4.4,교육 시설,evidence,실적기간;증빙,시설관리팀,교무처,최근 3년;3년 자료,3년,c4__4_4__evidence__현지확인자료:005,true,근거자료 항목 검토 및 준비: 계열별 실험·실습 기자재 구입 근거 자료: 최근 3년 자료(계열별로 구분된 엑셀파일 제출)
evidence_00140,act_00140,chg_00277,4.4,교육 시설,evidence,실적기간;증빙,시설관리팀,교무처,최근 3년;3년 자료,3년,c4__4_4__evidence__현지확인자료:009,true,근거자료 항목 검토 및 준비: 전공 실험·실습·실기·설계 과목 수업 운영비 실적: 최근 3년 자료
evidence_00141,act_00141,chg_00281,4.4,교육 시설,evidence,증빙,시설관리팀,교무처,,,c3__4_4__evidence__정보공시:001,true,근거자료 항목 검토 및 준비: 14-라. 교사(校舍)시설 확보 현황
evidence_00142,act_00142,chg_00289,4.5,기숙사 및 학생 복지시설,evidence,산식/기준산정;증빙,학생처,생활관;시설관리팀,,산출;수용률,c4__4_5__evidence__현지확인자료:004,true,근거자료 항목 검토 및 준비: (기숙사 수용률(%) 택2 작성시) 기숙사 수용률 산출 근거 자료
evidence_00143,act_00143,chg_00293,4.5,기숙사 및 학생 복지시설,evidence,면담;증빙,학생처,생활관;시설관리팀,,,c4__4_5__evidence__현지면담:004,true,근거자료 항목 검토 및 준비: 기숙사
evidence_00144,act_00144,chg_00294,4.5,기숙사 및 학생 복지시설,evidence,면담;증빙,학생처,생활관;시설관리팀,,,c4__4_5__evidence__현지면담:005,true,근거자료 항목 검토 및 준비: 학생 복지시설
evidence_00145,act_00145,chg_00298,4.6,도서관,evidence,실적기간;증빙,도서관,,최근 3년;3년 자료,3년,c4__4_6__evidence__현지확인자료:002,true,근거자료 항목 검토 및 준비: 도서관 직원 현황 및 업무분장표(겸직 여부 포함):최근 3년 자료
evidence_00146,act_00146,chg_00299,4.6,도서관,evidence,실적기간;증빙,도서관,,최근 3년;3년 자료,3년,c4__4_6__evidence__현지확인자료:003,true,근거자료 항목 검토 및 준비: 도서관 사서 자격 증빙자료(관련 자격증 등): 최근 3년 자료
evidence_00147,act_00147,chg_00300,4.6,도서관,evidence,실적기간;증빙,도서관,,최근 3년;3년 자료,3년,c4__4_6__evidence__현지확인자료:004,true,근거자료 항목 검토 및 준비: 도서관 공간 활용 증빙자료: 최근 3년 자료
evidence_00148,act_00148,chg_00301,4.6,도서관,evidence,실적기간;증빙,도서관,,최근 3년;3년 자료,3년,c4__4_6__evidence__현지확인자료:005,true,근거자료 항목 검토 및 준비: 도서관에서 제공하는 교수·학습 지원 교육 활동 목록 및 관련 자료: 최근 3년 자료
evidence_00149,act_00149,chg_00302,4.6,도서관,evidence,실적기간;증빙,도서관,,최근 3년;3년 자료,3년,c4__4_6__evidence__현지확인자료:006,true,"근거자료 항목 검토 및 준비: 도서관 이용자 만족도 조사 결과 및 개선 실적(설문지, 분석 결과, 개선 실적 근거 자료 등): 최근 3년 자료"
evidence_00150,act_00150,chg_00303,4.6,도서관,evidence,증빙,도서관,,,,c4__4_6__evidence__현지확인자료:007,true,"근거자료 항목 검토 및 준비: 《대학도서관 발전계획서》, 《대학도서관 평가결과보고서》"
evidence_00151,act_00151,chg_00306,4.6,도서관,evidence,증빙,도서관,,,,c3__4_6__evidence__현지확인자료:007,true,근거자료 항목 검토 및 준비: 《대학도서관 발전계획서》
evidence_00152,act_00152,chg_00309,1.1,교육목표 및 발전계획,report,실적기간;증빙,기획처,교무처,,,c4__1_1__report__item:3,true,보고서 주요 내용 항목 검토 및 준비: 대학 중장기 발전계획의 수립과정 및 내용
evidence_00153,act_00153,chg_00310,1.1,교육목표 및 발전계획,report,실적기간;증빙,기획처,교무처,최근 3년;3년 자료,3년,c4__1_1__report__item:4,true,보고서 주요 내용 항목 검토 및 준비: 대학 중장기 발전계획의 추진 실적: 최근 3년 자료
evidence_00155,act_00155,chg_00312,1.1,교육목표 및 발전계획,report,실적기간;증빙,기획처,교무처,최근 3년;3년 자료,3년,c3__1_2__report__item:3,true,보고서 주요 내용 항목 검토 및 준비: 대학 장단기 발전계획(특성화계획 포함)의 평가결과와 반영 실적: 최근 3년 자료
evidence_00156,act_00156,chg_00314,1.2,거버넌스와 감사,report,실적기간;증빙,기획처,감사부서,최근 3년;3년 자료,3년,c4__1_2__report__item:2,true,보고서 주요 내용 항목 검토 및 준비: 대학 구성원 참여와 소통을 위한 체계 및 추진과 환류실적: 최근 3년 자료
evidence_00157,act_00157,chg_00317,1.2,거버넌스와 감사,report,실적기간;증빙,기획처,감사부서,최근 3년;3년 자료,3년,c4__1_2__report__item:5,true,보고서 주요 내용 항목 검토 및 준비: 감사 결과 공개 실적: 최근 3년 자료
evidence_00158,act_00158,chg_00318,1.2,거버넌스와 감사,report,실적기간;증빙,기획처,감사부서,최근 3년;3년 자료,3년,c4__1_2__report__item:6,true,보고서 주요 내용 항목 검토 및 준비: 공익제보 절차 및 공익제보자 보호 제도 현황 및 운영 실적: 최근 3년 자료
evidence_00159,act_00159,chg_00319,1.2,거버넌스와 감사,report,실적기간;증빙,기획처,감사부서,최근 3년;3년 자료,3년,c3__1_3__report__item:3,true,보고서 주요 내용 항목 검토 및 준비: 대학 구성원 참여와 소통에 대한 개선 실적: 최근 3년 자료
evidence_00160,act_00160,chg_00321,1.3,재정 확보 및 집행,report,기준값/정량;산식/기준산정;실적기간;증빙,기획처,재무회계팀,최근 3년;3년 자료,3년;0.4%;기준값;비율;평균,c4__1_3__report__item:2,true,"보고서 주요 내용 항목 검토 및 준비: 세입 중 기부금 비율: 최근 3년 자료, 최근 3년간 평균(기준값: 0.4%)"
evidence_00161,act_00161,chg_00322,1.3,재정 확보 및 집행,report,기준값/정량;산식/기준산정;실적기간;증빙,기획처,재무회계팀,최근 3년;3년 자료,3년;평균,c4__1_3__report__item:3,true,"보고서 주요 내용 항목 검토 및 준비: 법인 책무성(사립대학): 최근 3년 자료, 최근 3년간 평균 【양식 1.3-3】, 【양식 1.3-4】, 【양식 1.3-5】 중 택1"
evidence_00162,act_00162,chg_00323,1.3,재정 확보 및 집행,report,기준값/정량;산식/기준산정,기획처,재무회계팀,,0.4%;기준값;비율,c4__1_3__report__item:3.sub:001,true,보고서 주요 내용 항목 검토 및 준비: 세입 중 법인전입금 비율: (법인전입금(원) / 운영수입(원)) * 100(기준값: 0.4%)
evidence_00163,act_00163,chg_00324,1.3,재정 확보 및 집행,report,기준값/정량,기획처,재무회계팀,,10%;기준값,c4__1_3__report__item:3.sub:002,true,보고서 주요 내용 항목 검토 및 준비: 법정부담금 부담률: (법정부담금 부담액(원) / 법정부담금 기준액(원)) * 100(기준값: 10%)
evidence_00164,act_00164,chg_00325,1.3,재정 확보 및 집행,report,기준값/정량;산식/기준산정,기획처,재무회계팀,,10%;기준값;비율,c4__1_3__report__item:3.sub:003,true,보고서 주요 내용 항목 검토 및 준비: 법인 재정규모 대비 법인전입금 비율: (법인전입금(원) / 법인 일반회계 재정규모(원)) * 100(기준값: 10%)
evidence_00166,act_00166,chg_00332,1.4,성과관리체계 구축 및 운영,report,증빙,기획처,성과관리 담당부서,,,c4__1_4__report__item:2,true,"보고서 주요 내용 항목 검토 및 준비: 대학 중장기 발전계획과 연계한 성과평가 실시 현황: 관련 규정, 평가 조직, 평가 주기, 평가 내용 및 범위, 공개 방법 등"
evidence_00167,act_00167,chg_00333,1.4,성과관리체계 구축 및 운영,report,실적기간;증빙,기획처,성과관리 담당부서,최근 3년;3년 자료,3년,c4__1_4__report__item:3,true,보고서 주요 내용 항목 검토 및 준비: 대학 중장기 발전계획과 연계한 성과평가 환류 실적: 최근 3년 자료
evidence_00168,act_00168,chg_00334,1.4,성과관리체계 구축 및 운영,report,증빙,기획처,성과관리 담당부서,,,c4__1_4__report__item:4,true,"보고서 주요 내용 항목 검토 및 준비: 대학 자체평가 실시 현황: 관련 규정, 평가 조직, 평가 주기, 평가 내용 및 범위, 공개 방법 등"
evidence_00169,act_00169,chg_00336,1.4,성과관리체계 구축 및 운영,report,실적기간;증빙,기획처,성과관리 담당부서,최근 3년;3년 자료,3년,c3__5_1__report__item:4,true,"보고서 주요 내용 항목 검토 및 준비: 교육만족도 조사 방법, 내용, 결과, 환류 실적: 최근 3년 자료"
evidence_00170,act_00170,chg_00337,1.5,교육성과,report,기준값/정량;산식/기준산정;실적기간;증빙,기획처,교무처;교육혁신원;취·창업지원부서,최근 3년;3년 자료,3년;85%;기준값;평균,c4__1_5__report__item:1,true,"보고서 주요 내용 항목 검토 및 준비: 학생 충원 성과: 최근 3년 자료, 최근 3년간 평균(기준값: 85%)"
evidence_00171,act_00171,chg_00338,1.5,교육성과,report,기준값/정량;산식/기준산정;실적기간;증빙,기획처,교무처;교육혁신원;취·창업지원부서,최근 3년;3년 자료,3년;55%;기준값;평균,c4__1_5__report__item:2,true,"보고서 주요 내용 항목 검토 및 준비: 졸업생 진로 성과: 최근 3년 자료, 최근 3년간 평균(기준값: 55%)"
evidence_00172,act_00172,chg_00339,1.5,교육성과,report,실적기간;증빙,기획처,교무처;교육혁신원;취·창업지원부서,최근 3년;3년 자료,3년,c4__1_5__report__item:3,true,보고서 주요 내용 항목 검토 및 준비: 학생학습성과 관리 및 운영 실적: 최근 3년 자료
evidence_00173,act_00173,chg_00340,1.5,교육성과,report,실적기간;증빙,기획처,교무처;교육혁신원;취·창업지원부서,최근 3년;3년 자료,3년,c4__1_5__report__item:4,true,"보고서 주요 내용 항목 검토 및 준비: 교육 만족도 조사 방법, 내용, 결과, 환류 실적: 최근 3년 자료"
evidence_00174,act_00174,chg_00341,1.5,교육성과,report,기준값/정량;산식/기준산정;실적기간;증빙,기획처,교무처;교육혁신원;취·창업지원부서,최근 3년;3년 자료,3년;95%;기준값;평균;충원율,c3__5_2__report__item:1,true,"보고서 주요 내용 항목 검토 및 준비: 정원내 신입생 충원율: 최근 3년 자료, 최근 3년간 평균(기준값: 95%)"
evidence_00175,act_00175,chg_00342,1.5,교육성과,report,산식/기준산정;실적기간;증빙,기획처,교무처;교육혁신원;취·창업지원부서,최근 3년;3년 자료,3년;충원율,c3__5_2__report__item:3,true,보고서 주요 내용 항목 검토 및 준비: 정원내 신입생 및 재학생 충원율 제고를 위한 노력: 최근 3년 자료
evidence_00177,act_00177,chg_00344,1.5,교육성과,report,실적기간;증빙,기획처,교무처;교육혁신원;취·창업지원부서,최근 3년;3년 자료,3년,c3__5_4__report__item:3,true,보고서 주요 내용 항목 검토 및 준비: 취·창업지원 프로그램 운영 및 예산 편성·집행 현황: 최근 3년 자료
evidence_00178,act_00178,chg_00346,1.6,사회공헌 및 지역사회 연계·협력,report,산식/기준산정;실적기간;증빙,사회공헌 담당부서,지역협력부서;산학협력단,최근 3년;3년 자료,3년;평균,c4__1_6__report__item:2,true,"보고서 주요 내용 항목 검토 및 준비: 사회봉사 프로그램(교과목 포함) 운영 실적: 최근 3년 자료, 최근 3년간 평균"
evidence_00179,act_00179,chg_00347,1.6,사회공헌 및 지역사회 연계·협력,report,실적기간;증빙,사회공헌 담당부서,지역협력부서;산학협력단,최근 3년;3년 자료,3년,c4__1_6__report__item:3,true,보고서 주요 내용 항목 검토 및 준비: 대학의 사회공헌 활동 계획: 최근 3년 자료
evidence_00180,act_00180,chg_00348,1.6,사회공헌 및 지역사회 연계·협력,report,실적기간;증빙,사회공헌 담당부서,지역협력부서;산학협력단,최근 3년;3년 자료,3년,c4__1_6__report__item:4,true,"보고서 주요 내용 항목 검토 및 준비: 지역사회(지역대학, 해외기관 등 포함)와의 연계·협력과 인적·물적 자원 공유 추진 체계 및 공유 실적(교육, 연구, 산학협력의 성과): 최근 3년 자료"
evidence_00181,act_00181,chg_00349,1.6,사회공헌 및 지역사회 연계·협력,report,실적기간;증빙,사회공헌 담당부서,지역협력부서;산학협력단,최근 3년;3년 자료,3년,c3__5_5__report__item:2,true,보고서 주요 내용 항목 검토 및 준비: 사회봉사 관련 교과목 및 담당교수 현황(정보공시 지침 참조): 최근 3년 자료
evidence_00182,act_00182,chg_00350,1.6,사회공헌 및 지역사회 연계·협력,report,실적기간;증빙,사회공헌 담당부서,지역협력부서;산학협력단,최근 3년;3년 자료,3년,c3__5_5__report__item:4,true,보고서 주요 내용 항목 검토 및 준비: 사회봉사에 대한 행·재정 지원 실적: 최근 3년 자료
evidence_00183,act_00183,chg_00351,1.6,사회공헌 및 지역사회 연계·협력,report,실적기간;증빙,사회공헌 담당부서,지역협력부서;산학협력단,최근 3년;3년 자료,3년,c3__5_6__report__item:2,true,보고서 주요 내용 항목 검토 및 준비: 지역사회와의 연계·협력 추진 체계 및 실적: 최근 3년 자료
evidence_00185,act_00185,chg_00353,1.6,사회공헌 및 지역사회 연계·협력,report,실적기간;증빙,사회공헌 담당부서,지역협력부서;산학협력단,최근 3년;3년 자료,3년,c3__5_6__report__item:4,true,"보고서 주요 내용 항목 검토 및 준비: 교육, 연구, 산학협력 성과의 지역사회 공유 실적: 최근 3년 자료"
evidence_00187,act_00187,chg_00366,2.3,전공교육과정,report,실적기간;증빙,교무처,교육과정 담당부서,최근 3년;3년 자료,3년,c4__2_3__report__item:5,true,"보고서 주요 내용 항목 검토 및 준비: 부·복수·다전공·기타 전공(융합, 연계, 자율전공 등)과 소단위 전공 제도 운영 현황 및 이수 실적: 최근 3년 자료"
evidence_00188,act_00188,chg_00368,2.4,학사관리,report,실적기간;증빙,교무처,교육과정 담당부서,최근 3년;3년 자료,3년,c4__2_4__report__item:2,true,보고서 주요 내용 항목 검토 및 준비: 학사운영 현황: 최근 3년 자료
evidence_00189,act_00189,chg_00369,2.4,학사관리,report,실적기간;증빙,교무처,교육과정 담당부서,최근 3년;3년 자료,3년,c4__2_4__report__item:3,true,보고서 주요 내용 항목 검토 및 준비: 성적관리 체계: 최근 3년 자료
evidence_00190,act_00190,chg_00372,2.5,수업,report,실적기간;증빙,교무처,교육과정 담당부서,최근 3년;3년 자료,3년,c4__2_5__report__item:3,true,보고서 주요 내용 항목 검토 및 준비: 원격수업 운영 현황: 최근 3년 자료
evidence_00191,act_00191,chg_00377,2.6,교수-학습 지원,report,실적기간;증빙,교수학습지원센터,,최근 3년;3년 자료,3년,c4__2_6__report__item:3,true,"보고서 주요 내용 항목 검토 및 준비: 예산 편성 및 집행 현황(교수지원, 학습지원, 교육매체지원 영역별): 최근 3년 자료"
evidence_00192,act_00192,chg_00380,3.1,교원 확보 및 구성,report,기준값/정량;산식/기준산정;실적기간;증빙,교무처,교원인사 담당부서,최근 3년;3년 자료,3년;64%;기준값;평균;확보율,c4__3_1__report__item:1,true,"보고서 주요 내용 항목 검토 및 준비: 전임교원 및 겸임교원 확보율: 최근 3년 자료, 최근 3년간 평균(기준값: 64%)"
evidence_00195,act_00195,chg_00385,3.2,교원 인사 및 업적평가,report,실적기간;증빙,교무처,교원인사 담당부서,,,c4__3_2__report__item:1,true,"보고서 주요 내용 항목 검토 및 준비: 교원 인사제도(승진, 재임용, 정년보장임용) 운영 현황"
evidence_00196,act_00196,chg_00388,3.3,교원 처우 및 복지,report,기준값/정량;산식/기준산정;실적기간;증빙,교무처,교원인사 담당부서,최근 3년;3년 자료;2025년;2026년;2027년,3년;2025년;100원;2026년;200원;2027년;기준값,c4__3_3__report__item:1,true,"보고서 주요 내용 항목 검토 및 준비: 강사 강의료(대학원 제외): 최근 3년 자료(기준값: 2025년: 53,100원, 2026년: 54,200원, 2027년: 미정)"
evidence_00198,act_00198,chg_00391,3.4,교원의 연구활동 및 성과,report,기준값/정량;산식/기준산정;실적기간;증빙,연구처,교무처,최근 3년;3년 자료,3년;000천원;기준값;평균,c4__3_4__report__item:1,true,"보고서 주요 내용 항목 검토 및 준비: 전임교원 1인당 교내연구비: 최근 3년 자료, 최근 3년간 평균(기준값: 1,000천원)"
evidence_00199,act_00199,chg_00392,3.4,교원의 연구활동 및 성과,report,실적기간;증빙,연구처,교무처,최근 3년;3년 자료,3년,c4__3_4__report__item:2,true,"보고서 주요 내용 항목 검토 및 준비: 교원의 연구 발표, 학회참여 등과 관련된 행·재정적 지원 실적: 최근 3년 자료"
evidence_00200,act_00200,chg_00393,3.4,교원의 연구활동 및 성과,report,실적기간;증빙,연구처,교무처,최근 4년;4년 자료,4년,c4__3_4__report__item:3,true,보고서 주요 내용 항목 검토 및 준비: 연구년제 실시 현황: 최근 4년 자료
evidence_00201,act_00201,chg_00394,3.4,교원의 연구활동 및 성과,report,기준값/정량;산식/기준산정;실적기간;증빙,연구처,교무처,최근 3년;3년 자료,3년;0.35건;기준값;평균,c4__3_4__report__item:4,true,"보고서 주요 내용 항목 검토 및 준비: 전임교원 1인당 등재(후보)지 논문 실적: 최근 3년 자료, 최근 3년간 평균(기준값: 0.35건)"
evidence_00202,act_00202,chg_00395,3.4,교원의 연구활동 및 성과,report,기준값/정량;산식/기준산정;실적기간;증빙,연구처,교무처,최근 3년;3년 자료,3년;0.05건;기준값;평균,c4__3_4__report__item:5,true,"보고서 주요 내용 항목 검토 및 준비: 전임교원 1인당 SCI급 논문 실적: 최근 3년 자료, 최근 3년간 평균(기준값: 0.05건)"
evidence_00203,act_00203,chg_00396,3.4,교원의 연구활동 및 성과,report,기준값/정량;산식/기준산정;실적기간;증빙,연구처,교무처,최근 3년;3년 자료,3년;0.06건;기준값;평균,c4__3_4__report__item:6,true,"보고서 주요 내용 항목 검토 및 준비: 전임교원 1인당 저역서 실적: 최근 3년 자료, 최근 3년간 평균(기준값: 0.06건)"
evidence_00204,act_00204,chg_00397,3.4,교원의 연구활동 및 성과,report,기준값/정량;산식/기준산정;실적기간;증빙,연구처,교무처,최근 3년;3년 자료,3년;000천원;기준값;평균,c4__3_4__report__item:7,true,"보고서 주요 내용 항목 검토 및 준비: 전임교원 1인당 교외연구비: 최근 3년 자료, 최근 3년간 평균(기준값: 10,000천원)"
evidence_00205,act_00205,chg_00398,3.4,교원의 연구활동 및 성과,report,기준값/정량,연구처,교무처,,기준값,c4__3_4__report__item:8,true,보고서 주요 내용 항목 검토 및 준비: 기준값 대비 실적의 합(기준값: 4)
evidence_00206,act_00206,chg_00399,3.4,교원의 연구활동 및 성과,report,실적기간;증빙,연구처,교무처,최근 3년;3년 자료,3년,c4__3_4__report__item:9,true,보고서 주요 내용 항목 검토 및 준비: 연구윤리 확립 체계 및 실적: 최근 3년 자료
evidence_00207,act_00207,chg_00400,3.4,교원의 연구활동 및 성과,report,실적기간;증빙,연구처,교무처,최근 3년;3년 자료,3년,c3__3_4__report__item:3,true,보고서 주요 내용 항목 검토 및 준비: 교원의 교육 역량 개발을 위한 내부 프로그램 및 교내·외 연수 참여 실적: 최근 3년 자료
evidence_00210,act_00210,chg_00406,3.5,직원 확보 및 인사,report,실적기간;증빙,총무처,직원인사 담당부서,최근 3년;3년 자료,3년,c4__3_5__report__item:5,true,"보고서 주요 내용 항목 검토 및 준비: 직원 인사제도(승진, 재임용) 운영 현황: 최근 3년 자료"
evidence_00212,act_00212,chg_00409,3.6,직원 복지 및 업무 역량 개발,report,실적기간;증빙,총무처,직원인사 담당부서,최근 3년;3년 자료,3년,c4__3_6__report__item:3,true,보고서 주요 내용 항목 검토 및 준비: 직원 복지제도 운영 실적 및 예산 집행 현황: 최근 3년 자료
evidence_00213,act_00213,chg_00410,3.6,직원 복지 및 업무 역량 개발,report,실적기간;증빙,총무처,직원인사 담당부서,최근 3년;3년 자료,3년,c4__3_6__report__item:4,true,보고서 주요 내용 항목 검토 및 준비: 직원 업무 역량 개발 기본계획 및 행·재정적 지원 현황(교내ᆞ외 프로그램 운영 실적 포함): 최근 3년 자료
evidence_00214,act_00214,chg_00411,3.6,직원 복지 및 업무 역량 개발,report,실적기간;증빙,총무처,직원인사 담당부서,최근 3년;3년 자료,3년,c4__3_6__report__item:5,true,보고서 주요 내용 항목 검토 및 준비: 직원 업무 역량 개발을 위한 요구 조사 및 만족도 조사 결과 활용 실적: 최근 3년 자료
evidence_00217,act_00217,chg_00419,4.2,학생 심리상담 및 권익 보호,report,실적기간;증빙,학생상담센터,인권센터;장애학생지원센터,최근 3년;3년 자료,3년,c4__4_2__report__item:1.sub:002,true,보고서 주요 내용 항목 검토 및 준비: 연도별 예산 확보 및 집행 실적: 최근 3년 자료
evidence_00219,act_00219,chg_00421,4.2,학생 심리상담 및 권익 보호,report,실적기간;증빙,학생상담센터,인권센터;장애학생지원센터,최근 3년;3년 자료,3년,c4__4_2__report__item:2.sub:001,true,보고서 주요 내용 항목 검토 및 준비: 학생 심리상담 프로그램의 종류와 실적: 최근 3년 자료
evidence_00220,act_00220,chg_00422,4.2,학생 심리상담 및 권익 보호,report,실적기간;증빙,학생상담센터,인권센터;장애학생지원센터,최근 3년;3년 자료,3년,c4__4_2__report__item:3,true,보고서 주요 내용 항목 검토 및 준비: 학생 심리상담 만족도 조사 결과 및 개선 실적: 최근 3년 자료
evidence_00221,act_00221,chg_00423,4.2,학생 심리상담 및 권익 보호,report,증빙,학생상담센터,인권센터;장애학생지원센터,,,c4__4_2__report__item:4,true,보고서 주요 내용 항목 검토 및 준비: 학생 권익 보호를 위한 규정 및 체계
evidence_00222,act_00222,chg_00424,4.2,학생 심리상담 및 권익 보호,report,증빙,학생상담센터,인권센터;장애학생지원센터,,,c4__4_2__report__item:4.sub:001,true,"보고서 주요 내용 항목 검토 및 준비: 인권센터 규정, 인력 및 시설 포함"
evidence_00223,act_00223,chg_00425,4.2,학생 심리상담 및 권익 보호,report,실적기간;증빙,학생상담센터,인권센터;장애학생지원센터,최근 3년;3년 자료,3년,c4__4_2__report__item:5,true,보고서 주요 내용 항목 검토 및 준비: 학생 권익 보호 활동 실적: 최근 3년 자료
evidence_00225,act_00225,chg_00427,4.2,학생 심리상담 및 권익 보호,report,실적기간;증빙,학생상담센터,인권센터;장애학생지원센터,최근 3년;3년 자료,3년,c4__4_2__report__item:7,true,보고서 주요 내용 항목 검토 및 준비: 소수집단학생 현황: 최근 3년 자료
evidence_00226,act_00226,chg_00428,4.2,학생 심리상담 및 권익 보호,report,증빙,학생상담센터,인권센터;장애학생지원센터,,,c4__4_2__report__item:8,true,보고서 주요 내용 항목 검토 및 준비: 소수집단학생 지원 규정 및 체계
evidence_00227,act_00227,chg_00429,4.2,학생 심리상담 및 권익 보호,report,실적기간;증빙,학생상담센터,인권센터;장애학생지원센터,최근 3년;3년 자료,3년,c4__4_2__report__item:9,true,보고서 주요 내용 항목 검토 및 준비: 소수집단학생 지원 예산 규모 및 집행 실적: 최근 3년 자료
evidence_00228,act_00228,chg_00430,4.2,학생 심리상담 및 권익 보호,report,실적기간;증빙,학생상담센터,인권센터;장애학생지원센터,최근 3년;3년 자료,3년,c4__4_2__report__item:10,true,보고서 주요 내용 항목 검토 및 준비: 소수집단학생 지원 시설 및 프로그램 운영 실적: 최근 3년 자료
