review_id,priority,risk_level,review_topic,review_reason,human_review_status,official_confirmation_needed,global_match_status,global_candidate_count,change_id,change_type,section_type,cycle4_criterion,cycle4_title,cycle3_criterion,cycle3_title,evidence_impact,metric_impact,department_candidate,source_id_4,source_id_3,top_candidate_source_id,top_candidate_score,recommended_next_step,candidate_only_warning
review_00193,1,high,1.6 사회공헌 및 지역사회 연계·협력,source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true,weak_candidate,5,chg_00353,삭제/이동후보,report,1.6,사회공헌 및 지역사회 연계·협력,5.6,지역사회 연계·협력,true,true,"사회공헌 담당부서, 지역협력부서, 산학협력단",,c3__5_6__report__item:4,c4__1_6__report__item:3,0.493,4주기 전역 후보와 대조하여 삭제인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00490,1,high,2.1 교육과정 체계,low_similarity_match;needs_review_status,pending,true,weak_candidate,5,chg_00753,신설후보,checkpoints,2.1,교육과정 체계,2.1,교육과정 체계,false,false,"교무처, 교육과정 담당부서",c4__2_1__checkpoints__item:2.sub:001,c3__2_1__checkpoints__item:2.sub:001,c3__2_1__checkpoints__item:2.sub:001,0.570,부서 공지 전 공식 기준·증빙 범위 확인,"Review queue rows are operational triage candidates, not final judgments."
review_00491,1,high,2.1 교육과정 체계,low_similarity_match;needs_review_status;evidence_or_metric_impact,pending,true,possible_candidate,2,chg_00754,신설후보,checkpoints,2.1,교육과정 체계,2.1,교육과정 체계,false,true,"교무처, 교육과정 담당부서",c4__2_1__checkpoints__item:2.sub:002,c3__2_1__checkpoints__item:2.sub:002,c3__2_1__checkpoints__item:2.sub:002,0.706,부서 공지 전 공식 기준·증빙 범위 확인,"Review queue rows are operational triage candidates, not final judgments."
review_00492,1,high,2.1 교육과정 체계,target_only_new_or_move_review;needs_review_status,pending,true,weak_candidate,3,chg_00755,신설후보,checkpoints,2.1,교육과정 체계,,,false,false,"교무처, 교육과정 담당부서",c4__2_1__checkpoints__item:2.sub:003,,c3__2_1__report__item:2,0.409,3주기 전역 후보와 대조하여 신설인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00493,1,high,2.1 교육과정 체계,low_similarity_match;needs_review_status,pending,true,weak_candidate,4,chg_00757,신설후보,checkpoints,2.1,교육과정 체계,2.1,교육과정 체계,false,false,"교무처, 교육과정 담당부서",c4__2_1__checkpoints__item:3.sub:001,c3__2_1__checkpoints__item:3.sub:001,c3__2_1__checkpoints__item:3.sub:001,0.609,부서 공지 전 공식 기준·증빙 범위 확인,"Review queue rows are operational triage candidates, not final judgments."
review_00494,1,high,2.1 교육과정 체계,low_similarity_match;needs_review_status,pending,true,weak_candidate,1,chg_00758,신설후보,checkpoints,2.1,교육과정 체계,2.1,교육과정 체계,false,false,"교무처, 교육과정 담당부서",c4__2_1__checkpoints__item:3.sub:002,c3__2_1__checkpoints__item:3.sub:002,c3__2_1__checkpoints__item:3.sub:002,0.636,부서 공지 전 공식 기준·증빙 범위 확인,"Review queue rows are operational triage candidates, not final judgments."
review_00295,1,high,2.1 교육과정 체계,target_only_new_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true,weak_candidate,1,chg_00512,신설후보,notes,2.1,교육과정 체계,,,true,false,"교무처, 교육과정 담당부서",c4__2_1__notes__item:1,,c3__2_1__notes__item:1,0.487,3주기 전역 후보와 대조하여 신설인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00296,1,high,2.1 교육과정 체계,candidate_status;evidence_or_metric_impact,pending,true,not_applicable,0,chg_00513,변경,notes,2.1,교육과정 체계,2.1,교육과정 체계,false,true,"교무처, 교육과정 담당부서",c4__2_1__notes__item:2,c3__2_1__notes__item:4,,,부서 공지 전 공식 기준·증빙 범위 확인,"Review queue rows are operational triage candidates, not final judgments."
review_00297,1,high,2.1 교육과정 체계,target_only_new_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true,weak_candidate,1,chg_00514,신설후보,notes,2.1,교육과정 체계,,,true,true,"교무처, 교육과정 담당부서",c4__2_1__notes__item:3,,c3__2_1__notes__item:4,0.392,3주기 전역 후보와 대조하여 신설인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00298,1,high,2.1 교육과정 체계,target_only_new_or_move_review;needs_review_status,pending,true,no_candidate,0,chg_00515,신설후보,notes,2.1,교육과정 체계,,,false,false,"교무처, 교육과정 담당부서",c4__2_1__notes__item:4,,c3__2_1__notes__item:2,0.285,3주기 전역 후보와 대조하여 신설인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00299,1,high,2.1 교육과정 체계,target_only_new_or_move_review;needs_review_status,pending,true,weak_candidate,1,chg_00516,신설후보,notes,2.1,교육과정 체계,,,false,false,"교무처, 교육과정 담당부서",c4__2_1__notes__item:5,,c3__2_1__notes__item:5,0.420,3주기 전역 후보와 대조하여 신설인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00302,1,high,2.1 교육과정 체계,source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true,weak_candidate,3,chg_00519,삭제후보,notes,2.1,교육과정 체계,2.1,교육과정 체계,true,false,"교무처, 교육과정 담당부서",,c3__2_1__notes__item:1,c4__2_1__notes__item:1,0.487,4주기 전역 후보와 대조하여 삭제인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00303,1,high,2.1 교육과정 체계,source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true,weak_candidate,1,chg_00520,삭제후보,notes,2.1,교육과정 체계,2.1,교육과정 체계,true,false,"교무처, 교육과정 담당부서",,c3__2_1__notes__item:2,c4__2_3__notes__item:4,0.359,4주기 전역 후보와 대조하여 삭제인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00304,1,high,2.1 교육과정 체계,source_only_delete_or_move_review;needs_review_status,pending,true,no_candidate,0,chg_00521,삭제후보,notes,2.1,교육과정 체계,2.1,교육과정 체계,false,false,"교무처, 교육과정 담당부서",,c3__2_1__notes__item:3,c4__2_1__notes__item:1,0.329,4주기 전역 후보와 대조하여 삭제인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00305,1,high,2.1 교육과정 체계,source_only_delete_or_move_review;needs_review_status,pending,true,weak_candidate,2,chg_00522,삭제/이동후보,notes,2.1,교육과정 체계,2.1,교육과정 체계,false,false,"교무처, 교육과정 담당부서",,c3__2_1__notes__item:5,c4__2_1__notes__item:5,0.420,4주기 전역 후보와 대조하여 삭제인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00496,1,high,2.2 교양교육과정,target_only_new_or_move_review;needs_review_status,pending,true,weak_candidate,5,chg_00764,신설후보,checkpoints,2.2,교양교육과정,,,false,false,"교무처, 교육과정 담당부서",c4__2_2__checkpoints__item:1.sub:001,,c3__2_2__checkpoints__item:2,0.578,3주기 전역 후보와 대조하여 신설인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00499,1,high,2.2 교양교육과정,candidate_status;evidence_or_metric_impact,pending,true,not_applicable,0,chg_00768,변경,checkpoints,2.2,교양교육과정,2.2,교양교육과정,false,true,"교무처, 교육과정 담당부서",c4__2_2__checkpoints__item:2.sub:001,c3__2_2__checkpoints__item:1.sub:002,,,부서 공지 전 공식 기준·증빙 범위 확인,"Review queue rows are operational triage candidates, not final judgments."
review_00501,1,high,2.2 교양교육과정,target_only_new_or_move_review;needs_review_status,pending,true,no_candidate,0,chg_00771,신설후보,checkpoints,2.2,교양교육과정,,,false,false,"교무처, 교육과정 담당부서",c4__2_2__checkpoints__item:3.sub:001,,c3__2_2__checkpoints__item:3.sub:001,0.292,3주기 전역 후보와 대조하여 신설인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00502,1,high,2.2 교양교육과정,target_only_new_or_move_review;needs_review_status,pending,true,no_candidate,0,chg_00773,신설후보,checkpoints,2.2,교양교육과정,,,false,false,"교무처, 교육과정 담당부서",c4__2_2__checkpoints__item:3.sub:003,,c3__2_5__checkpoints__item:2.sub:003,0.337,3주기 전역 후보와 대조하여 신설인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00504,1,high,2.2 교양교육과정,source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true,weak_candidate,2,chg_00778,삭제/이동후보,checkpoints,2.2,교양교육과정,2.2,교양교육과정,false,true,"교무처, 교육과정 담당부서",,c3__2_2__checkpoints__item:1.sub:001,c4__2_1__checkpoints__item:2.sub:002,0.489,4주기 전역 후보와 대조하여 삭제인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00505,1,high,2.2 교양교육과정,source_only_delete_or_move_review;needs_review_status,pending,true,weak_candidate,5,chg_00779,삭제/이동후보,checkpoints,2.2,교양교육과정,2.2,교양교육과정,false,false,"교무처, 교육과정 담당부서",,c3__2_2__checkpoints__item:1.sub:003,c4__2_2__checkpoints__item:1.sub:002,0.507,4주기 전역 후보와 대조하여 삭제인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00506,1,high,2.2 교양교육과정,source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true,no_candidate,0,chg_00780,삭제/이동후보,checkpoints,2.2,교양교육과정,2.2,교양교육과정,false,true,"교무처, 교육과정 담당부서",,c3__2_2__checkpoints__item:3.sub:001,c4__2_2__checkpoints__item:3.sub:001,0.292,4주기 전역 후보와 대조하여 삭제인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00507,1,high,2.2 교양교육과정,source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true,no_candidate,0,chg_00781,삭제/이동후보,checkpoints,2.2,교양교육과정,2.2,교양교육과정,false,true,"교무처, 교육과정 담당부서",,c3__2_2__checkpoints__item:3.sub:002,c4__2_2__checkpoints__item:3.sub:003,0.283,4주기 전역 후보와 대조하여 삭제인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00075,1,high,2.2 교양교육과정,source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true,possible_candidate,2,chg_00130,삭제후보,evidence,2.2,교양교육과정,2.2,교양교육과정,true,true,"교무처, 교육과정 담당부서",,c3__2_2__evidence__현지확인자료:002,c4__2_2__evidence__현지확인자료:001,0.665,4주기 전역 후보와 대조하여 삭제인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00076,1,high,2.2 교양교육과정,source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true,weak_candidate,1,chg_00131,삭제후보,evidence,2.2,교양교육과정,2.2,교양교육과정,true,true,"교무처, 교육과정 담당부서",,c3__2_2__evidence__현지확인자료:003,c4__2_2__evidence__현지확인자료:001,0.419,4주기 전역 후보와 대조하여 삭제인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00077,1,high,2.2 교양교육과정,source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true,weak_candidate,4,chg_00132,삭제후보,evidence,2.2,교양교육과정,2.2,교양교육과정,true,false,"교무처, 교육과정 담당부서",,c3__2_2__evidence__현지확인자료:004,c4__2_2__report__item:2,0.435,4주기 전역 후보와 대조하여 삭제인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00308,1,high,2.2 교양교육과정,target_only_new_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true,weak_candidate,2,chg_00525,신설후보,notes,2.2,교양교육과정,,,false,true,"교무처, 교육과정 담당부서",c4__2_2__notes__item:2,,c3__2_2__notes__item:1,0.504,3주기 전역 후보와 대조하여 신설인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00309,1,high,2.2 교양교육과정,target_only_new_or_move_review;needs_review_status,pending,true,no_candidate,0,chg_00526,신설후보,notes,2.2,교양교육과정,,,false,false,"교무처, 교육과정 담당부서",c4__2_2__notes__item:3,,c3__2_2__notes__item:3,0.310,3주기 전역 후보와 대조하여 신설인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00310,1,high,2.2 교양교육과정,target_only_new_or_move_review;needs_review_status,pending,true,weak_candidate,2,chg_00527,신설후보,notes,2.2,교양교육과정,,,false,false,"교무처, 교육과정 담당부서",c4__2_2__notes__item:4,,c3__2_2__notes__item:6,0.482,3주기 전역 후보와 대조하여 신설인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00311,1,high,2.2 교양교육과정,source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true,weak_candidate,3,chg_00528,삭제/이동후보,notes,2.2,교양교육과정,2.2,교양교육과정,false,true,"교무처, 교육과정 담당부서",,c3__2_2__notes__item:1,c4__2_1__notes__item:2,0.583,4주기 전역 후보와 대조하여 삭제인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00312,1,high,2.2 교양교육과정,source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true,no_candidate,0,chg_00529,삭제후보,notes,2.2,교양교육과정,2.2,교양교육과정,true,true,"교무처, 교육과정 담당부서",,c3__2_2__notes__item:3,c4__2_2__notes__item:3,0.310,4주기 전역 후보와 대조하여 삭제인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00313,1,high,2.2 교양교육과정,source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true,weak_candidate,1,chg_00530,삭제후보,notes,2.2,교양교육과정,2.2,교양교육과정,false,true,"교무처, 교육과정 담당부서",,c3__2_2__notes__item:4,c4__2_2__checkpoints__item:3.sub:002,0.352,4주기 전역 후보와 대조하여 삭제인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00314,1,high,2.2 교양교육과정,source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true,weak_candidate,1,chg_00531,삭제/이동후보,notes,2.2,교양교육과정,2.2,교양교육과정,true,false,"교무처, 교육과정 담당부서",,c3__2_2__notes__item:5,c4__2_2__notes__item:4,0.353,4주기 전역 후보와 대조하여 삭제인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00315,1,high,2.2 교양교육과정,source_only_delete_or_move_review;needs_review_status,pending,true,weak_candidate,1,chg_00532,삭제후보,notes,2.2,교양교육과정,2.2,교양교육과정,false,false,"교무처, 교육과정 담당부서",,c3__2_2__notes__item:6,c4__2_2__notes__item:4,0.482,4주기 전역 후보와 대조하여 삭제인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00510,1,high,2.3 전공교육과정,low_similarity_match;needs_review_status;evidence_or_metric_impact,pending,true,weak_candidate,2,chg_00787,신설후보,checkpoints,2.3,전공교육과정,2.3,전공교육과정,false,true,"교무처, 교육과정 담당부서",c4__2_3__checkpoints__item:2.sub:003,c3__2_3__checkpoints__item:2.sub:003,c3__2_3__checkpoints__item:2.sub:003,0.591,부서 공지 전 공식 기준·증빙 범위 확인,"Review queue rows are operational triage candidates, not final judgments."
review_00514,1,high,2.3 전공교육과정,low_similarity_match;needs_review_status;evidence_or_metric_impact,pending,true,possible_candidate,5,chg_00796,신설후보,checkpoints,2.3,전공교육과정,2.3,전공교육과정,false,true,"교무처, 교육과정 담당부서",c4__2_3__checkpoints__item:5.sub:002,c3__2_3__checkpoints__item:5.sub:003,c3__2_3__checkpoints__item:5.sub:001,0.685,부서 공지 전 공식 기준·증빙 범위 확인,"Review queue rows are operational triage candidates, not final judgments."
review_00515,1,high,2.3 전공교육과정,target_only_new_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true,weak_candidate,4,chg_00797,신설후보,checkpoints,2.3,전공교육과정,,,true,false,"교무처, 교육과정 담당부서",c4__2_3__checkpoints__item:5.sub:003,,c3__2_3__checkpoints__item:5.sub:001,0.389,3주기 전역 후보와 대조하여 신설인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00517,1,high,2.3 전공교육과정,source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true,weak_candidate,2,chg_00799,삭제/이동후보,checkpoints,2.3,전공교육과정,2.3,전공교육과정,false,true,"교무처, 교육과정 담당부서",,c3__2_3__checkpoints__item:5.sub:002,c4__2_3__checkpoints__item:5.sub:002,0.513,4주기 전역 후보와 대조하여 삭제인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00078,1,high,2.3 전공교육과정,target_only_new_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true,possible_candidate,5,chg_00134,신설후보,evidence,2.3,전공교육과정,,,true,false,"교무처, 교육과정 담당부서",c4__2_3__evidence__제출자료_관련규정:002,,c3__2_3__checkpoints__item:5.sub:001,0.688,3주기 전역 후보와 대조하여 신설인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00081,1,high,2.3 전공교육과정,target_only_new_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true,weak_candidate,2,chg_00139,신설후보,evidence,2.3,전공교육과정,,,true,false,"교무처, 교육과정 담당부서",c4__2_3__evidence__현지확인자료:004,,c3__3_5__evidence__현지확인자료:002,0.432,3주기 전역 후보와 대조하여 신설인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00082,1,high,2.3 전공교육과정,target_only_new_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true,weak_candidate,2,chg_00140,신설후보,evidence,2.3,전공교육과정,,,true,false,"교무처, 교육과정 담당부서",c4__2_3__evidence__현지확인자료:005,,c3__2_3__evidence__현지확인자료:003,0.430,3주기 전역 후보와 대조하여 신설인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00083,1,high,2.3 전공교육과정,target_only_new_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true,possible_candidate,5,chg_00141,신설후보,evidence,2.3,전공교육과정,,,true,false,"교무처, 교육과정 담당부서",c4__2_3__evidence__현지확인자료:006,,c3__2_3__checkpoints__item:5.sub:001,0.691,3주기 전역 후보와 대조하여 신설인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00084,1,high,2.3 전공교육과정,target_only_new_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true,weak_candidate,3,chg_00142,신설후보,evidence,2.3,전공교육과정,,,true,false,"교무처, 교육과정 담당부서",c4__2_3__evidence__현지확인자료:007,,c3__2_3__evidence__현지확인자료:004,0.379,3주기 전역 후보와 대조하여 신설인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00085,1,high,2.3 전공교육과정,source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true,weak_candidate,5,chg_00146,삭제후보,evidence,2.3,전공교육과정,2.3,전공교육과정,true,false,"교무처, 교육과정 담당부서",,c3__2_3__evidence__현지확인자료:004,c4__2_3__report__item:3,0.513,4주기 전역 후보와 대조하여 삭제인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00317,1,high,2.3 전공교육과정,target_only_new_or_move_review;needs_review_status,pending,true,weak_candidate,1,chg_00534,신설후보,notes,2.3,전공교육과정,,,false,false,"교무처, 교육과정 담당부서",c4__2_3__notes__item:1,,c3__2_3__notes__item:1,0.380,3주기 전역 후보와 대조하여 신설인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00318,1,high,2.3 전공교육과정,target_only_new_or_move_review;needs_review_status,pending,true,weak_candidate,1,chg_00535,신설후보,notes,2.3,전공교육과정,,,false,false,"교무처, 교육과정 담당부서",c4__2_3__notes__item:2,,c3__2_3__report__item:1,0.610,3주기 전역 후보와 대조하여 신설인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00319,1,high,2.3 전공교육과정,target_only_new_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true,weak_candidate,3,chg_00536,신설후보,notes,2.3,전공교육과정,,,false,true,"교무처, 교육과정 담당부서",c4__2_3__notes__item:3,,c3__2_3__notes__item:1,0.539,3주기 전역 후보와 대조하여 신설인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00320,1,high,2.3 전공교육과정,target_only_new_or_move_review;needs_review_status,pending,true,weak_candidate,3,chg_00537,신설후보,notes,2.3,전공교육과정,,,false,false,"교무처, 교육과정 담당부서",c4__2_3__notes__item:4,,c3__2_3__notes__item:4,0.368,3주기 전역 후보와 대조하여 신설인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00321,1,high,2.3 전공교육과정,low_similarity_match;needs_review_status;evidence_or_metric_impact,pending,true,weak_candidate,5,chg_00538,신설후보,notes,2.3,전공교육과정,2.3,전공교육과정,false,true,"교무처, 교육과정 담당부서",c4__2_3__notes__item:5,c3__2_3__notes__item:2,c3__2_3__notes__item:2,0.572,부서 공지 전 공식 기준·증빙 범위 확인,"Review queue rows are operational triage candidates, not final judgments."
review_00323,1,high,2.3 전공교육과정,target_only_new_or_move_review;needs_review_status,pending,true,weak_candidate,1,chg_00540,신설후보,notes,2.3,전공교육과정,,,false,false,"교무처, 교육과정 담당부서",c4__2_3__notes__item:7,,c3__3_4__notes__item:3,0.353,3주기 전역 후보와 대조하여 신설인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00324,1,high,2.3 전공교육과정,source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true,weak_candidate,3,chg_00541,삭제/이동후보,notes,2.3,전공교육과정,2.3,전공교육과정,false,true,"교무처, 교육과정 담당부서",,c3__2_3__notes__item:1,c4__2_3__notes__item:3,0.539,4주기 전역 후보와 대조하여 삭제인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00325,1,high,2.3 전공교육과정,source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true,weak_candidate,1,chg_00542,삭제/이동후보,notes,2.3,전공교육과정,2.3,전공교육과정,true,false,"교무처, 교육과정 담당부서",,c3__2_3__notes__item:4,c4__2_3__notes__item:4,0.394,4주기 전역 후보와 대조하여 삭제인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00520,1,high,2.4 학사관리,low_similarity_match;needs_review_status;evidence_or_metric_impact,pending,true,possible_candidate,3,chg_00802,신설후보,checkpoints,2.4,학사관리,2.4,학사관리,true,false,"교무처, 교육과정 담당부서",c4__2_4__checkpoints__item:1.sub:002,c3__2_4__checkpoints__item:1.sub:002,c3__2_4__checkpoints__item:1.sub:002,0.699,부서 공지 전 공식 기준·증빙 범위 확인,"Review queue rows are operational triage candidates, not final judgments."
review_00522,1,high,2.4 학사관리,candidate_status;evidence_or_metric_impact,pending,true,not_applicable,0,chg_00807,변경,checkpoints,2.4,학사관리,2.4,학사관리,false,true,"교무처, 교육과정 담당부서",c4__2_4__checkpoints__item:2.sub:003,c3__2_4__checkpoints__item:2.sub:003,,,부서 공지 전 공식 기준·증빙 범위 확인,"Review queue rows are operational triage candidates, not final judgments."
review_00523,1,high,2.4 학사관리,target_only_new_or_move_review;needs_review_status,pending,true,weak_candidate,2,chg_00808,신설후보,checkpoints,2.4,학사관리,,,false,false,"교무처, 교육과정 담당부서",c4__2_4__checkpoints__item:2.sub:004,,c3__2_4__checkpoints__item:1.sub:001,0.365,3주기 전역 후보와 대조하여 신설인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00524,1,high,2.4 학사관리,target_only_new_or_move_review;needs_review_status,pending,true,no_candidate,0,chg_00811,신설후보,checkpoints,2.4,학사관리,,,false,false,"교무처, 교육과정 담당부서",c4__2_4__checkpoints__item:3.sub:002,,c3__2_4__checkpoints__item:4.sub:001,0.326,3주기 전역 후보와 대조하여 신설인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00327,1,high,2.4 학사관리,target_only_new_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true,no_candidate,0,chg_00544,신설후보,notes,2.4,학사관리,,,false,true,"교무처, 교육과정 담당부서",c4__2_4__notes__item:1,,c3__2_6__notes__item:4,0.271,3주기 전역 후보와 대조하여 신설인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00329,1,high,2.4 학사관리,target_only_new_or_move_review;needs_review_status,pending,true,no_candidate,0,chg_00546,신설후보,notes,2.4,학사관리,,,false,false,"교무처, 교육과정 담당부서",c4__2_4__notes__item:3,,c3__2_4__notes__item:2,0.287,3주기 전역 후보와 대조하여 신설인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00330,1,high,2.4 학사관리,target_only_new_or_move_review;needs_review_status,pending,true,no_candidate,0,chg_00547,신설후보,notes,2.4,학사관리,,,false,false,"교무처, 교육과정 담당부서",c4__2_4__notes__item:4,,c3__2_4__notes__item:2,0.245,3주기 전역 후보와 대조하여 신설인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00331,1,high,2.4 학사관리,target_only_new_or_move_review;needs_review_status,pending,true,weak_candidate,1,chg_00548,신설후보,notes,2.4,학사관리,,,false,false,"교무처, 교육과정 담당부서",c4__2_4__notes__item:5,,c3__2_4__notes__item:3,0.477,3주기 전역 후보와 대조하여 신설인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00333,1,high,2.4 학사관리,target_only_new_or_move_review;needs_review_status,pending,true,no_candidate,0,chg_00550,신설후보,notes,2.4,학사관리,,,false,false,"교무처, 교육과정 담당부서",c4__2_4__notes__item:7,,c3__2_4__notes__item:2,0.262,3주기 전역 후보와 대조하여 신설인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00334,1,high,2.4 학사관리,source_only_delete_or_move_review;needs_review_status,pending,true,weak_candidate,1,chg_00551,삭제/이동후보,notes,2.4,학사관리,2.4,학사관리,false,false,"교무처, 교육과정 담당부서",,c3__2_4__notes__item:3,c4__2_4__notes__item:5,0.477,4주기 전역 후보와 대조하여 삭제인지 이동인지 판정,"Review queue rows are operational triage candidates, not final judgments."
review_00196,1,high,2.4 학사관리,low_similarity_match;needs_review_status;evidence_or_metric_impact,pending,true,possible_candidate,5,chg_00368,신설후보,report,2.4,학사관리,2.4,학사관리,true,true,"교무처, 교육과정 담당부서",c4__2_4__report__item:2,c3__2_4__report__item:2,c3__2_4__report__item:2,0.660,부서 공지 전 공식 기준·증빙 범위 확인,"Review queue rows are operational triage candidates, not final judgments."
review_00197,1,high,2.4 학사관리,low_similarity_match;needs_review_status;evidence_or_metric_impact,pending,true,possible_candidate,5,chg_00369,신설후보,report,2.4,학사관리,2.4,학사관리,true,true,"교무처, 교육과정 담당부서",c4__2_4__report__item:3,c3__2_4__report__item:3,c3__2_4__report__item:3,0.660,부서 공지 전 공식 기준·증빙 범위 확인,"Review queue rows are operational triage candidates, not final judgments."
review_00526,1,high,2.5 수업,candidate_status;evidence_or_metric_impact,pending,true,not_applicable,0,chg_00815,변경,checkpoints,2.5,수업,2.5,수업,true,true,"교무처, 교육과정 담당부서",c4__2_5__checkpoints__item:1.sub:001,c3__2_5__checkpoints__item:1.sub:001,,,부서 공지 전 공식 기준·증빙 범위 확인,"Review queue rows are operational triage candidates, not final judgments."
review_00527,1,high,2.5 수업,candidate_status;evidence_or_metric_impact,pending,true,not_applicable,0,chg_00816,변경,checkpoints,2.5,수업,2.5,수업,false,true,"교무처, 교육과정 담당부서",c4__2_5__checkpoints__item:1.sub:002,c3__2_5__checkpoints__item:1.sub:002,,,부서 공지 전 공식 기준·증빙 범위 확인,"Review queue rows are operational triage candidates, not final judgments."
review_00528,1,high,2.5 수업,low_similarity_match;needs_review_status;evidence_or_metric_impact,pending,true,weak_candidate,5,chg_00817,신설후보,checkpoints,2.5,수업,2.5,수업,false,true,"교무처, 교육과정 담당부서",c4__2_5__checkpoints__item:1.sub:003,c3__2_5__checkpoints__item:1.sub:003,c3__2_5__checkpoints__item:1.sub:003,0.592,부서 공지 전 공식 기준·증빙 범위 확인,"Review queue rows are operational triage candidates, not final judgments."
